INDEX	name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	___comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	___quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	n_idx	typeindex	type2index	enName	minac	maxac	calc1	calc2	calc3	typeindex__STR	type2index__STR	
gth	Gothic Plate	0	0	4	1	128	135	0	70	0	0	55	0	32	1	0	34646	295668	gth	gth		0	gth	gth	xth	uth	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					1					255				1	1					255					255					255	1	1	1	1	20					1	1	1	1	2	20					255					255	8	8	0	ful	xxx	1	0		324	3	0	Gothic Plate [N]	0	0	0	0	-1	-1	-1	3	0	
ful	Full Plate Mail	0	0	4	1	150	161	0	80	0	0	70	0	37	1	0	47192	457526	ful	ful		0	ful	ful	xul	uul	1	2	3	1	4	1	flpful	invful	invfulu	invfulu	2	2	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					1					255					255					255					255					255			1	1	20					1	1	1	1	2	20					255					255	8	8	0	aar	xxx	1	0		325	3	0	Full Plate Mail [N]	0	0	0	0	-1	-1	-1	3	0	
aar	Ancient Armor	0	0	4	1	218	233	0	100	0	0	60	0	40	1	0	73864	761140	aar	aar		0	aar	aar	xar	uar	1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255	1	1	1	2	20					255		1	1	2	20	8	8	0	ltp	xxx	1	0		326	3	0	Ancient Armor [N]	0	0	0	0	-1	-1	-1	3	0	
ltp	Light Plate	0	0	4	1	90	107	0	41	0	0	60	0	35	1	0	28327	267861	ltp	ltp		0	ltp	ltp	xtp	utp	1	2	3	1	3	1	flpltp	invltp			2	0	1	1	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20		1			255			1	2	20					255		1	1	1	20	7	8	0	buc	xxx	1	0		327	3	0	Light Plate [N]	0	0	0	0	-1	-1	-1	3	0	
buc	Buckler	0	0	2	1	4	6	0	12	0	0	12	0	1	1	0	68	3017	buc	buc		316	buc	buc	xuc	uuc	7	2	2	1	1	2	flpbuc	invbuc	invbucu	invbucu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	1	3	100		0	3	1	1	1	1	3		1		1	1					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					255					255					255	8	8	0	sml	tow	1	0		328	2	0	Buckler [N]	0	0	0	0	-1	-1	-1	2	0	
sml	Small Shield	0	0	3	1	8	10	0	22	0	5	16	0	5	1	0	410	5512	sml	sml		312	buc	sml	xml	uml	7	2	2	1	2	2	flpsml	invsml	invsmlu	invsmlu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0		0	1	0	2	3	100		0	3	1	1	1	1	5		1		1	1					255					255					255					255					255					255					255	1	2	1	1	1				1	1				1	1					255					255					255					255					255	8	5	0	lrg	kit	1	0		329	2	0	Small Shield [N]	0	0	0	0	-1	-1	-1	2	0	
lrg	Large Shield	0	0	4	1	12	14	0	34	0	12	24	0	11	1	0	1214	11338	lrg	lrg		312	lrg	lrg	xrg	urg	7	2	3	1	3	2	flplrg	invlrg	invlrgu	invlrgu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	2	4	100		0	3		1		1	10		1		1	1					255	1	1	1	1	1					255					255					255					255					255					255	1	1	1	1	1	1	1	1	1	1					255	1	1			255					255					255					255	8	2	0	kit	tow	1	0		330	2	0	Large Shield [N]	0	0	0	0	-1	-1	-1	2	0	
kit	Kite Shield	0	0	4	1	16	18	0	47	0	8	30	0	15	1	0	2129	17983	kit	kit		312	kit	kit	xit	uit	7	2	3	1	3	2	flpkit	invkit	invkitu	invkitu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	2	5	100		0	3					255					255					255	1	1		1	1					255					255	1	1	1	1	1					255					255					255	1	1		1	1	1	1		1	1					255	1	1	1	1	1					255					255					255	8	2	0	tow	gts	1	0		331	2	0	Kite Shield [N]	0	0	0	0	-1	-1	-1	2	0	
tow	Tower Shield	0	0	4	1	22	25	0	75	0	24	60	0	22	1	0	4249	36869	tow	tow		312	tow	tow	xow	uow	7	2	3	1	3	2	flptow	invtow	invtowu	invtowu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	1	5	100		0	3					255					255					255		1			1					255					255	1	2	1	1	1					255					255					255					255					255	1	1	1	1	20	1	1			1	1	1	1	2	20					255					20	8	2	0	gts	xxx	1	0		332	2	0	Tower Shield [N]	0	0	0	0	-1	-1	-1	2	0	
gts	Gothic Shield	0	0	4	1	30	35	0	60	0	16	40	0	30	1	0	8000	77500	gts	gts		312	kit	gts	xts	uts	7	2	4	1	3	2	flpgts	invgts	invgtsu	invgtsu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	2	6	100		0	3					255					255					255					255					255					255		1			1					255					255					255					255					255	1	1	1	1	20					1			1	2	20					255			1	1	20	8	2	0	xxx	xxx	1	0		333	2	0	Gothic Shield [N]	0	0	0	0	-1	-1	-1	2	0	
lgl	Leather Gloves	0	0	1	1	2	3	0	0	0	0	12	0	3	1	0	80	4060	lgl	lgl		0	lgl	lgl	xlg	ulg	16	2	2	0	0	0	flplgl	invlgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	1	1	1	1	1	3	1	1		1	1					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					255					255					255	0	8	0	vgl	hgl	1	0		334	16	0	Leather Gloves [N]	0	0	0	0	-1	-1	-1	16	0	
vgl	Heavy Gloves	0	0	1	1	5	6	0	0	0	0	14	0	7	1	0	352	6616	vgl	vgl		0	vgl	vgl	xvg	uvg	16	2	2	0	0	0	flpvgl	invvgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0		0	5	0	0	0			0	1		1		1	5		1		1	1					255		1		1	1					255					255					255					255					255	1	1	1	1	1					255					255					255					255					255					255					255	0	8	0	mgl	tgl	1	0		335	16	0	Heavy Gloves [N]	0	0	0	0	-1	-1	-1	16	0	
mgl	Chain Gloves	0	0	2	1	8	9	0	25	0	0	16	0	12	1	0	859	11077	mgl	mgl		0	mgl	mgl	xmg	umg	16	2	2	0	0	0	flpmgl	invmgl									0					0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0		0	5	0	0	0			0	3		1			10					255					255	1	2	1	1	1					255					255					255					255					255					255	1	1		1	1	1	1		1	1					255					255					255					255					255	0	8	0	tgl	hgl	1	0		336	16	0	Chain Gloves [N]	0	0	0	0	-1	-1	-1	16	0	
tgl	Light Gauntlets	0	0	3	1	9	11	0	45	0	0	18	0	20	1	0	1635	20675	tgl	tgl		0	mgl	tgl	xtg	utg	16	2	2	0	0	0	flptgl	invtgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255		1		1	1					255					255					255					255					255					255	1	2	1	1	1	1	2	1	1	1			1	1	255	1	1		1	255			1	1	20					255	1	1			255	0	8	0	xxx	xxx	1	0		337	16	0	Light Gauntlets [N]	0	0	0	0	-1	-1	-1	16	0	
hgl	Gauntlets	0	0	4	1	12	15	0	60	0	0	24	0	27	1	0	2964	36007	hgl	hgl		0	hgl	hgl	xhg	uhg	16	2	2	0	0	0	flphgl	invhgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0		0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255	1	1		1	1	1	1		1	1	1	1		1	255	1	1			255	1	1	1	1	20					255	1	1	1	1	20	0	8	0	xxx	xxx	1	0		338	16	0	Gauntlets [N]	0	0	0	0	-1	-1	-1	16	0	
lbt	Boots	0	0	1	1	2	3	0	0	0	0	12	0	3	1	0	80	4060	lbt	lbt		0	lbt	lbt	xlb	ulb	16	2	2	0	0	0	flplbt	invlbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	3	8	120		0	1	1	1	1	1	1	1	1		1	1					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					255					255					255	0	8	0	vbt	tbt	1	0		339	15	0	Boots [N]	0	0	0	0	-1	-1	-1	15	0	
vbt	Heavy Boots	0	0	1	1	5	6	0	18	0	0	14	0	7	1	0	334	6584	vbt	vbt		0	vbt	vbt	xvb	uvb	16	2	2	0	0	0	flpvbt	invvbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0	0		0	6	0	4	10	120		0	1		1		1	1		1		1	1					255		1		1	1					255					255					255					255					255	1	1	1	1	1					255					255					255					255					255					255					255	0	8	0	mbt	tbt	1	0		340	15	0	Heavy Boots [N]	0	0	0	0	-1	-1	-1	15	0	
mbt	Chain Boots	0	0	2	1	8	9	0	30	0	0	16	0	12	1	0	854	11062	mbt	mbt		0	mbt	mbt	xmb	umb	16	2	2	0	0	0	flpmbt	invmbt									0					0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0		0	6	0	6	12	120		0	3		1			1					255					255	1	2	1	1	1					255					255					255					255					255					255	1	1		1	1	1	1		1	1					255					255					255					255					255	0	8	0	tbt	hbt	1	0		341	15	0	Chain Boots [N]	0	0	0	0	-1	-1	-1	15	0	
tbt	Light Plated Boots	0	0	3	1	9	11	0	50	0	0	18	0	20	1	0	1630	20650	tbt	tbt		0	mbt	tbt	xtb	utb	16	2	2	0	0	0	flptbt	invtbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	8	16	120		0	3					255					255					255		1		1	1					255					255					255					255					255					255	1	2	1	1	1	1	2	1	1	1			1	1	20	1	1		1	255			1	1	20					255	1	1			255	0	8	0	xxx	xxx	1	0		342	15	0	Light Plated Boots [N]	0	0	0	0	-1	-1	-1	15	0	
hbt	Greaves	0	0	4	1	12	15	0	70	0	0	24	0	27	1	0	2954	35939	hbt	hbt		0	hbt	hbt	xhb	uhb	16	2	2	0	0	0	flphbt	invhbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0		0	6	0	10	20	120		0	3					255					255					255					255					255					255					255					255					255					255	1	1		1	1	1	1		1	1	1	1	1	1	20	1	1			255	1	1	1	1	20					255	1	1	1	1	20	0	8	0	xxx	xxx	1	0		343	15	0	Greaves [N]	0	0	0	0	-1	-1	-1	15	0	
lbl	Sash	0	0	1	1	2	2	0	0	0	0	12	0	3	1	0	64	4048	lbl	lbl		0	lbl	lbl	zlb	ulc	16	2	1	0	0	0	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	1	0		0	4	0	0	0			0	1	1	1	1	1	1	1	1		1	1					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					255					255					255	0	8	0	vbl	tbl	1	0		344	19	0	Sash [N]	0	0	0	0	-1	-1	-1	19	0	
vbl	Light Belt	0	0	1	1	3	3	0	0	0	0	14	0	7	1	0	192	6336	vbl	vbl		0	vbl	vbl	zvb	uvc	16	2	1	0	0	0	flpvbl	invvbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	4	0		0	4	0	0	0			0	1		1		1	1		1		1	1					255		1		1	1					255					255					255					255					255	1	1	1	1	1					255					255					255					255					255					255					255	0	8	0	mbl	hbl	1	0		345	19	0	Light Belt [N]	0	0	0	0	-1	-1	-1	19	0	
mbl	Belt	0	0	2	1	5	5	0	25	0	0	16	0	12	1	0	495	9985	mbl	mbl		0	mbl	mbl	zmb	umc	16	2	1	0	0	0	flpmbl	invmbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	0	0		0	4	0	0	0			0	1		1			1					255					255	1	2	1	1	1					255					255					255					255					255					255	1	1		1	1	1	1		1	1					255					255					255					255					255	0	8	0	tbl	hbl	1	0		346	19	0	Belt [N]	0	0	0	0	-1	-1	-1	19	0	
tbl	Heavy Belt	0	0	2	1	6	6	0	45	0	0	18	0	20	1	0	963	17315	tbl	tbl		0	mbl	tbl	ztb	utc	16	2	1	0	0	0	flptbl	invtbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	5	0		0	4	0	0	0			0	1					255					255					255		1		1	1					255					255					255					255					255					255	1	2	1	1	1	1	2	1	1	1			1	1	20	1	1		1	255					255					255	1	1			255	0	8	0	xxx	xxx	1	0		347	19	0	Heavy Belt [N]	0	0	0	0	-1	-1	-1	19	0	
hbl	Plated Belt	0	0	3	1	8	11	0	60	0	0	24	0	27	1	0	2068	29959	hbl	hbl		0	hbl	hbl	zhb	uhc	16	2	1	0	0	0	flphbl	invhbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	3	0		0	4	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255	1	1		1	1	1	1		1	1	1	1	1	1	20	1	1			255	1	1	1	2	20					255	1	1			255	0	8	0	xxx	xxx	1	0		348	19	0	Plated Belt [N]	0	0	0	0	-1	-1	-1	19	0	
bhm	Bone Helm	0	0	2	1	33	36	0	25	0	0	40	0	22	1	0	6323	48276	bhm	bhm		0	bhm	bhm	xh9	uh9	0	2	2	1	2	1	flpbhm	invbhm	invbhmu	invbhmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0	0		0	3	0	0	0			0	1					255					255					255					255					255	1	2	1	3	20					255					255				1	1					255					255					255					255					255					255					255		1		1	1	7	8	0	xxx	xxx	1	0		349	104	0	Bone Helm [N]	0	0	0	0	-1	-1	-1	104	0	
bsh	Bone Shield	0	0	2	1	10	30	0	25	0	20	40	0	19	1	0	3175	27081	bsh	bsh		312	bsh	bsh	xsh	ush	7	2	3	1	2	2	flpbsh	invbsh	invbshu	invbshu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	3	6	100		0	1					255					255					255					255					255	1	2	1	3	20					255					255				1	1					255					255					255					255					255					255					255		1		1	1	8	8	0	xxx	xxx	1	0		350	2	0	Bone Shield [N]	0	0	0	0	-1	-1	-1	2	0	
spk	Spiked Shield	0	0	3	1	15	25	0	30	0	10	40	0	11	1	0	1890	13197	spk	spk		312	spk	spk	xpk	upk	7	2	3	1	2	2	flpspk	invspk	invspku	invspku							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0		0	1	0	5	9	100		0	1					255					255					255					255					255	1	2	1	3	20					255					255					1					255					255					255					255					255					255					255		1		1	1	8	8	0	xxx	xxx	1	0		351	2	0	Spiked Shield [N]	0	0	0	0	-1	-1	-1	2	0	
xap	War Hat	0	0	1	1	45	53	0	20	0	0	12	0	34	1	22	13560	82061	xap	xap		0	cap	cap	xap	uap	0	2	2	1	2	1	flpcap	invcap									0					0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0	0		0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		352	104	0	War Hat [X]	0	0	0	0	-1	-1	-1	104	0	
xkp	Sallet	0	0	4	1	52	62	0	43	0	0	18	0	37	1	25	17210	113647	xkp	xkp		0	skp	skp	xkp	ukp	0	2	2	1	2	1	flpskp	invskp	invxkpu	invxkpu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		353	104	0	Sallet [X]	0	0	0	0	-1	-1	-1	104	0	
xlm	Casque	0	0	4	1	63	72	0	59	0	0	24	0	42	1	25	23075	171804	xlm	xlm		0	hlm	hlm	xlm	ulm	0	2	2	1	2	1	flphlm	invhlm	invhlmu	invhlmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		354	104	0	Casque [X]	0	0	0	0	-1	-1	-1	104	0	
xhl	Basinet	0	0	4	1	75	84	0	82	0	0	30	0	45	1	25	29083	233910	xhl	xhl		0	fhl	fhl	xhl	uhl	0	2	2	1	2	1	flpfhl	invfhl	invfhlu	invfhlu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		355	104	0	Basinet [X]	0	0	0	0	-1	-1	-1	104	0	
xhm	Winged Helm	0	0	4	1	85	98	0	115	0	0	40	0	51	1	25	37846	355900	xhm	xhm		0	ghm	ghm	xhm	uhm	0	2	2	1	3	1	flpghm	invghm									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		356	104	0	Winged Helm [X]	0	0	0	0	-1	-1	-1	104	0	
xrn	Grand Crown	0	0	4	1	78	113	0	103	0	0	50	0	55	1	25	42458	448816	xrn	xrn		0	crn	crn	xrn	urn	0	2	2	1	3	1	flpcrn	invcrn	invxrnu	invxrnu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		357	104	0	Grand Crown [X]	0	0	0	0	-1	-1	-1	104	0	
xsk	Death Mask	0	0	4	1	54	86	0	55	0	0	20	0	48	1	25	27190	241184	xsk	xsk		0	msk	msk	xsk	usk	0	2	2	1	3	1	flpmsk	invmsk									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0	0		0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		358	104	0	Death Mask [X]	0	0	0	0	-1	-1	-1	104	0	
xui	Ghost Armor	0	0	1	1	102	117	0	38	0	0	20	0	34	1	22	30552	165635	xui	xui		0	qlt	qui	xui	uui	1	2	3	1	2	1	flpqlt	invqlt			0	0	0	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		359	3	0	Ghost Armor [X]	0	0	0	0	-1	-1	-1	3	0	
xea	Serpentskin Armor	0	0	2	1	111	126	0	43	0	0	24	0	36	1	24	34960	197896	xea	xea		0	lea	lea	xea	uea	1	2	3	1	2	1	flplea	invlea			0	0	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		360	3	0	Serpentskin Armor [X]	0	0	0	0	-1	-1	-1	3	0	
xla	Demonhide Armor	0	0	3	1	122	136	0	50	0	0	28	0	37	1	25	39090	236758	xla	xla		0	hla	hla	xla	ula	1	2	3	1	2	1	flphla	invhla			1	1	1	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		361	3	0	Demonhide Armor [X]	0	0	0	0	-1	-1	-1	3	0	
xtu	Trellised Armor	0	0	4	1	138	153	0	61	0	0	32	0	40	1	25	47582	305707	xtu	xtu		0	stu	stu	xtu	utu	1	2	3	1	2	1	flpstu	invstu	invxtuu	invxtuu	1	0	0	1	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		362	3	0	Trellised Armor [X]	0	0	0	0	-1	-1	-1	3	0	
xng	Linked Mail	0	0	4	1	158	172	0	74	0	0	26	0	42	1	25	56600	393748	xng	xng		0	rng	rng	xng	ung	1	2	3	1	3	1	flprng	invrng			0	0	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		363	3	0	Linked Mail [X]	0	0	0	0	-1	-1	-1	3	0	
xcl	Tigulated Mail	0	0	4	1	176	190	0	86	0	0	36	0	43	1	25	64242	473193	xcl	xcl		0	scl	scl	xcl	ucl	1	2	3	1	3	1	flpscl	invscl			1	1	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		364	3	0	Tigulated Mail [X]	0	0	0	0	-1	-1	-1	3	0	
xhn	Mesh Armor	0	0	4	1	198	213	0	92	0	0	45	0	45	1	25	75440	574094	xhn	xhn		0	chn	chn	xhn	uhn	1	2	3	1	3	1	flpchn	invchn			1	1	1	1	2	2	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		365	3	0	Mesh Armor [X]	0	0	0	0	-1	-1	-1	3	0	
xrs	Cuirass	0	0	4	1	188	202	0	65	0	0	50	0	47	1	25	74719	613456	xrs	xrs		0	brs	brs	xrs	urs	1	2	3	1	3	1	flpbrs	invbrs		invxrss	0	0	2	0	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		366	3	0	Cuirass [X]	0	0	0	0	-1	-1	-1	3	0	
xpl	Russet Armor	0	0	4	1	225	243	0	97	0	0	30	0	49	1	25	93404	788235	xpl	xpl		0	spl	spl	xpl	upl	1	2	3	1	3	1	flpspl	invspl			1	1	2	1	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		367	3	0	Russet Armor [X]	0	0	0	0	-1	-1	-1	3	0	
xlt	Templar Coat	0	0	4	1	252	274	0	118	0	0	60	0	52	1	25	111395	1017928	xlt	xlt		0	plt	plt	xlt	ult	1	2	3	1	3	1	flpplt	invplt			2	2	2	2	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		368	3	0	Templar Coat [X]	0	0	0	0	-1	-1	-1	3	0	
xld	Sharktooth Armor	0	0	4	1	242	258	0	103	0	0	48	0	55	1	25	111674	1103159	xld	xld		0	fld	fld	xld	uld	1	2	3	1	3	1	flpfld	invfld			1	1	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		369	3	0	Sharktooth Armor [X]	0	0	0	0	-1	-1	-1	3	0	
xth	Embossed Plate	0	0	4	1	282	303	0	125	0	0	55	0	58	1	25	137817	1457493	xth	xth		0	gth	gth	xth	uth	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		370	3	0	Embossed Plate [X]	0	0	0	0	-1	-1	-1	3	0	
xul	Chaos Armor	0	0	4	1	315	342	0	140	0	0	70	0	61	1	25	162672	1888411	xul	xul		0	ful	ful	xul	uul	1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		371	3	0	Chaos Armor [X]	0	0	0	0	-1	-1	-1	3	0	
xar	Ornate Armor	0	0	4	1	417	450	0	170	0	0	60	0	64	1	25	225120	2696482	xar	xar		0	aar	aar	xar	uar	1	2	3	1	4	1	flpaar	invaar	invxaru	invxaru	1	2	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0		0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		372	3	0	Ornate Plate [X]	0	0	0	0	-1	-1	-1	3	0	
