INDEX	Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	___ItemProbSum	___ItemProbTotal	___TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	___eol	
Act 3 (N) Super A Desecrated	Act 3 (N) Super A Desecrated	38	74	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 3 (N) Super A	1		0		0		0		0		0		0		0							0	
Act 3 (N) Super B Desecrated	Act 3 (N) Super B Desecrated	38	74	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 3 (N) Super B	1		0		0		0		0		0		0		0							0	
Act 3 (N) Super C Desecrated	Act 3 (N) Super C Desecrated	38	74	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 3 (N) Super C	1		0		0		0		0		0		0		0							0	
Act 4 (N) Super A Desecrated	Act 4 (N) Super A Desecrated	38	77	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 4 (N) Super A	1		0		0		0		0		0		0		0							0	
Act 4 (N) Super B Desecrated	Act 4 (N) Super B Desecrated	38	77	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 4 (N) Super B	1		0		0		0		0		0		0		0							0	
Act 4 (N) Super C Desecrated	Act 4 (N) Super C Desecrated	38	77	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 4 (N) Super C	1		0		0		0		0		0		0		0							0	
Act 5 (N) Super A Desecrated	Act 5 (N) Super A Desecrated	38	80	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 5 (N) Super A	1		0		0		0		0		0		0		0							0	
Act 5 (N) Super B Desecrated	Act 5 (N) Super B Desecrated	38	80	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 5 (N) Super B	1		0		0		0		0		0		0		0							0	
Act 5 (N) Super C Desecrated	Act 5 (N) Super C Desecrated	38	80	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 5 (N) Super C	1		0		0		0		0		0		0		0							0	
Act 1 (N) Super Ax Desecrated	Act 1 (N) Super Ax Desecrated	39	68	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 1 (N) Super Ax	1		0		0		0		0		0		0		0							0	
Act 1 (N) Super Bx Desecrated	Act 1 (N) Super Bx Desecrated	39	68	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 1 (N) Super Bx	1		0		0		0		0		0		0		0							0	
Act 1 (N) Super Cx Desecrated	Act 1 (N) Super Cx Desecrated	39	68	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 1 (N) Super Cx	1		0		0		0		0		0		0		0							0	
Act 2 (N) Super Ax Desecrated	Act 2 (N) Super Ax Desecrated	39	71	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 2 (N) Super Ax	1		0		0		0		0		0		0		0							0	
Act 2 (N) Super Bx Desecrated	Act 2 (N) Super Bx Desecrated	39	71	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 2 (N) Super Bx	1		0		0		0		0		0		0		0							0	
Act 2 (N) Super Cx Desecrated	Act 2 (N) Super Cx Desecrated	39	71	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 2 (N) Super Cx	1		0		0		0		0		0		0		0							0	
Act 3 (N) Super Ax Desecrated	Act 3 (N) Super Ax Desecrated	39	74	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 3 (N) Super Ax	1		0		0		0		0		0		0		0							0	
Act 3 (N) Super Bx Desecrated	Act 3 (N) Super Bx Desecrated	39	74	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 3 (N) Super Bx	1		0		0		0		0		0		0		0							0	
Act 3 (N) Super Cx Desecrated	Act 3 (N) Super Cx Desecrated	39	74	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 3 (N) Super Cx	1		0		0		0		0		0		0		0							0	
Act 4 (N) Super Ax Desecrated	Act 4 (N) Super Ax Desecrated	39	77	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 4 (N) Super Ax	1		0		0		0		0		0		0		0							0	
Act 4 (N) Super Bx Desecrated	Act 4 (N) Super Bx Desecrated	39	77	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 4 (N) Super Bx	1		0		0		0		0		0		0		0							0	
Act 4 (N) Super Cx Desecrated	Act 4 (N) Super Cx Desecrated	39	77	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 4 (N) Super Cx	1		0		0		0		0		0		0		0							0	
Act 5 (N) Super Ax Desecrated	Act 5 (N) Super Ax Desecrated	39	80	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 5 (N) Super Ax	1		0		0		0		0		0		0		0							0	
Act 5 (N) Super Bx Desecrated	Act 5 (N) Super Bx Desecrated	39	80	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 5 (N) Super Bx	1		0		0		0		0		0		0		0							0	
Act 5 (N) Super Cx Desecrated	Act 5 (N) Super Cx Desecrated	39	80	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 5 (N) Super Cx	1		0		0		0		0		0		0		0							0	
Act 1 (N) LT Desecrated	Act 1 (N) LT Desecrated	42	68	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 1 (N) LT	1		0		0		0		0		0		0		0							0	
Act 2 (N) LT Desecrated	Act 2 (N) LT Desecrated	42	71	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 2 (N) LT	1		0		0		0		0		0		0		0							0	
Act 3 (N) LT Desecrated	Act 3 (N) LT Desecrated	42	74	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 3 (N) LT	1		0		0		0		0		0		0		0							0	
Act 4 (N) LT Desecrated	Act 4 (N) LT Desecrated	42	77	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 4 (N) LT	1		0		0		0		0		0		0		0							0	
Act 5 (N) LT Desecrated	Act 5 (N) LT Desecrated	42	80	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 5 (N) LT	1		0		0		0		0		0		0		0							0	
Act 1 (N) LT Swarm Desecrated	Act 1 (N) LT Swarm Desecrated	43	68	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 1 (N) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 2 (N) LT Swarm Desecrated	Act 2 (N) LT Swarm Desecrated	43	71	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 2 (N) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 3 (N) LT Swarm Desecrated	Act 3 (N) LT Swarm Desecrated	43	74	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 3 (N) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 4 (N) LT Swarm Desecrated	Act 4 (N) LT Swarm Desecrated	43	77	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 4 (N) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 5 (N) LT Swarm Desecrated	Act 5 (N) LT Swarm Desecrated	43	80	-3	0	0	0	0	0	NM TZ Generic	1	Sunder Charms	1	Act 5 (N) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 1 (H) Unique A Desecrated	Act 1 (H) Unique A Desecrated	37	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Unique A	1		0		0		0		0		0		0		0							0	
Act 1 (H) Unique B Desecrated	Act 1 (H) Unique B Desecrated	37	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Unique B	1		0		0		0		0		0		0		0							0	
Act 1 (H) Unique C Desecrated	Act 1 (H) Unique C Desecrated	37	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Unique C	1		0		0		0		0		0		0		0							0	
Act 2 (H) Unique A Desecrated	Act 2 (H) Unique A Desecrated	37	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Unique A	1		0		0		0		0		0		0		0							0	
Act 2 (H) Unique B Desecrated	Act 2 (H) Unique B Desecrated	37	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Unique B	1		0		0		0		0		0		0		0							0	
Act 2 (H) Unique C Desecrated	Act 2 (H) Unique C Desecrated	37	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Unique C	1		0		0		0		0		0		0		0							0	
Act 3 (H) Unique A Desecrated	Act 3 (H) Unique A Desecrated	37	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Unique A	1		0		0		0		0		0		0		0							0	
Act 3 (H) Unique B Desecrated	Act 3 (H) Unique B Desecrated	37	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Unique B	1		0		0		0		0		0		0		0							0	
Act 3 (H) Unique C Desecrated	Act 3 (H) Unique C Desecrated	37	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Unique C	1		0		0		0		0		0		0		0							0	
Act 4 (H) Unique A Desecrated	Act 4 (H) Unique A Desecrated	37	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 4 (H) Unique A	1		0		0		0		0		0		0		0							0	
Act 4 (H) Unique B Desecrated	Act 4 (H) Unique B Desecrated	37	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 4 (H) Unique B	1		0		0		0		0		0		0		0							0	
Act 5 (H) Unique A Desecrated	Act 5 (H) Unique A Desecrated	37	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Unique A	1		0		0		0		0		0		0		0							0	
Act 5 (H) Unique B Desecrated	Act 5 (H) Unique B Desecrated	37	90	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Unique B	1		0		0		0		0		0		0		0							0	
Act 5 (H) Unique C Desecrated	Act 5 (H) Unique C Desecrated	37	96	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Unique C	1		0		0		0		0		0		0		0							0	
Act 1 (H) Super A Desecrated	Act 1 (H) Super A Desecrated	38	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Super A	1		0		0		0		0		0		0		0							0	
Act 1 (H) Super B Desecrated	Act 1 (H) Super B Desecrated	38	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Super B	1		0		0		0		0		0		0		0							0	
Act 1 (H) Super C Desecrated	Act 1 (H) Super C Desecrated	38	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Super C	1		0		0		0		0		0		0		0							0	
Act 2 (H) Super A Desecrated	Act 2 (H) Super A Desecrated	38	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Super A	1		0		0		0		0		0		0		0							0	
Act 2 (H) Super B Desecrated	Act 2 (H) Super B Desecrated	38	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Super B	1		0		0		0		0		0		0		0							0	
Act 2 (H) Super C Desecrated	Act 2 (H) Super C Desecrated	38	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Super C	1		0		0		0		0		0		0		0							0	
Act 3 (H) Super A Desecrated	Act 3 (H) Super A Desecrated	38	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Super A	1		0		0		0		0		0		0		0							0	
Act 3 (H) Super B Desecrated	Act 3 (H) Super B Desecrated	38	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Super B	1		0		0		0		0		0		0		0							0	
Act 3 (H) Super C Desecrated	Act 3 (H) Super C Desecrated	38	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Super C	1		0		0		0		0		0		0		0							0	
Act 4 (H) Super A Desecrated	Act 4 (H) Super A Desecrated	38	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 4 (H) Super A	1		0		0		0		0		0		0		0							0	
Act 4 (H) Super B Desecrated	Act 4 (H) Super B Desecrated	38	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 4 (H) Super B	1		0		0		0		0		0		0		0							0	
Act 4 (H) Super C Desecrated	Act 4 (H) Super C Desecrated	38	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 4 (H) Super C	1		0		0		0		0		0		0		0							0	
Act 5 (H) Super A Desecrated	Act 5 (H) Super A Desecrated	38	90	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Super A	1		0		0		0		0		0		0		0							0	
Act 5 (H) Super B Desecrated	Act 5 (H) Super B Desecrated	38	90	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Super B	1		0		0		0		0		0		0		0							0	
Act 5 (H) Super C Desecrated	Act 5 (H) Super C Desecrated	38	96	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Super C	1		0		0		0		0		0		0		0							0	
Act 1 (H) Super Ax Desecrated	Act 1 (H) Super Ax Desecrated	39	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Super Ax	1		0		0		0		0		0		0		0							0	
Act 1 (H) Super Bx Desecrated	Act 1 (H) Super Bx Desecrated	39	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Super Bx	1		0		0		0		0		0		0		0							0	
Act 1 (H) Super Cx Desecrated	Act 1 (H) Super Cx Desecrated	39	81	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 1 (H) Super Cx	1		0		0		0		0		0		0		0							0	
Act 2 (H) Super Ax Desecrated	Act 2 (H) Super Ax Desecrated	39	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Super Ax	1		0		0		0		0		0		0		0							0	
Act 2 (H) Super Bx Desecrated	Act 2 (H) Super Bx Desecrated	39	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Super Bx	1		0		0		0		0		0		0		0							0	
Act 2 (H) Super Cx Desecrated	Act 2 (H) Super Cx Desecrated	39	83	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 2 (H) Super Cx	1		0		0		0		0		0		0		0							0	
Act 3 (H) Super Ax Desecrated	Act 3 (H) Super Ax Desecrated	39	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Super Ax	1		0		0		0		0		0		0		0							0	
Act 3 (H) Super Bx Desecrated	Act 3 (H) Super Bx Desecrated	39	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Super Bx	1		0		0		0		0		0		0		0							0	
Act 3 (H) Super Cx Desecrated	Act 3 (H) Super Cx Desecrated	39	85	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 3 (H) Super Cx	1		0		0		0		0		0		0		0							0	
Act 4 (H) Super Ax Desecrated	Act 4 (H) Super Ax Desecrated	39	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 4 (H) Super Ax	1		0		0		0		0		0		0		0							0	
Act 4 (H) Super Bx Desecrated	Act 4 (H) Super Bx Desecrated	39	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 4 (H) Super Bx	1		0		0		0		0		0		0		0							0	
Act 4 (H) Super Cx Desecrated	Act 4 (H) Super Cx Desecrated	39	87	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 4 (H) Super Cx	1		0		0		0		0		0		0		0							0	
Act 5 (H) Super Ax Desecrated	Act 5 (H) Super Ax Desecrated	39	90	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Super Ax	1		0		0		0		0		0		0		0							0	
Act 5 (H) Super Bx Desecrated	Act 5 (H) Super Bx Desecrated	39	90	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Super Bx	1		0		0		0		0		0		0		0							0	
Act 5 (H) Super Cx Desecrated	Act 5 (H) Super Cx Desecrated	39	96	-3	0	0	0	0	0	Hell TZ Generic	1	Sunder Charms	1	Act 5 (H) Super Cx	1		0		0		0		0		0		0		0							0	
Act 1 (H) LT Desecrated	Act 1 (H) LT Desecrated	42	81	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 1 (H) LT	1		0		0		0		0		0		0		0							0	
Act 2 (H) LT Desecrated	Act 2 (H) LT Desecrated	42	83	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 2 (H) LT	1		0		0		0		0		0		0		0							0	
Act 3 (H) LT Desecrated	Act 3 (H) LT Desecrated	42	85	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 3 (H) LT	1		0		0		0		0		0		0		0							0	
Act 4 (H) LT Desecrated	Act 4 (H) LT Desecrated	42	87	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 4 (H) LT	1		0		0		0		0		0		0		0							0	
Act 5 (H) LT Desecrated	Act 5 (H) LT Desecrated	42	96	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 5 (H) LT	1		0		0		0		0		0		0		0							0	
Act 1 (H) LT Swarm Desecrated	Act 1 (H) LT Swarm Desecrated	43	81	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 1 (H) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 2 (H) LT Swarm Desecrated	Act 2 (H) LT Swarm Desecrated	43	83	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 2 (H) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 3 (H) LT Swarm Desecrated	Act 3 (H) LT Swarm Desecrated	43	85	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 3 (H) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 4 (H) LT Swarm Desecrated	Act 4 (H) LT Swarm Desecrated	43	87	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 4 (H) LT Swarm	1		0		0		0		0		0		0		0							0	
Act 5 (H) LT Swarm Desecrated	Act 5 (H) LT Swarm Desecrated	43	96	-3	0	0	0	0	0	Hell TZ Boss	1	Sunder Charms	1	Act 5 (H) LT Swarm	1		0		0		0		0		0		0		0							0	
Pitzilla	Pitzilla	0	0	-2	0	0	0	0	0	Act 5 Super C	1	Act 2 Good	1		0		0		0		0		0		0		0		0							0	
Pitzilla (N)	Pitzilla (N)	0	0	-2	0	0	0	0	0	Act 5 (N) Super C	1	Act 2 (N) Good	1		0		0		0		0		0		0		0		0							0	
Pitzilla (H)	Pitzilla (H)	0	0	-2	0	0	0	0	0	Act 5 (H) Super C	1	Act 2 (H) Good	1		0		0		0		0		0		0		0		0							0	
Treehead Woodfist	Treehead Woodfist	0	0	-2	0	0	0	0	0	Act 1 Super B	2		0		0		0		0		0		0		0		0		0							0	
Treehead Woodfist (N)	Treehead Woodfist (N)	0	0	-2	0	0	0	0	0	Act 1 (N) Super B	2		0		0		0		0		0		0		0		0		0							0	
Treehead Woodfist (H)	Treehead Woodfist (H)	0	0	-2	0	0	0	0	0	Act 1 (H) Super B	2		0		0		0		0		0		0		0		0		0							0	
Snapchip	Snapchip	0	0	-1	0	0	0	0	0	Act 5 Super B	1		0		0		0		0		0		0		0		0		0							0	
Snapchip (N)	Snapchip (N)	0	0	-1	0	0	0	0	0	Act 5 (N) Super B	1		0		0		0		0		0		0		0		0		0							0	
Snapchip (H)	Snapchip (H)	0	0	-1	0	0	0	0	0	Act 5 (H) Super B	1		0		0		0		0		0		0		0		0		0							0	
Corpsefire Splash Charm	Corpsefire Splash Charm	0	0	-5	800	800	972	1024	0	t1 Splash Charm	1	Normal Potion	2	Act 1 Uitem A	2		0		0		0		0		0		0		0							0	
Rune Boss Low	Rune Boss Low	0	0	2	0	0	0	0	0	Runes 5	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss Low (N)	Rune Boss Low (N)	0	0	2	0	0	0	0	0	Runes 9	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss Low (H)	Rune Boss Low (H)	0	0	2	0	0	0	0	0	Runes 13	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss High	Rune Boss High	0	0	2	0	0	0	0	0	Runes 7	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss High (N)	Rune Boss High (N)	0	0	2	0	0	0	0	0	Runes 11	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss High (H)	Rune Boss High (H)	0	0	2	0	0	0	0	0	Runes 14	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss Low Desecrated	Rune Boss Low Desecrated	0	0	2	0	0	0	0	0	Runes 5	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss Low (N) Desecrated	Rune Boss Low (N) Desecrated	0	0	3	0	0	0	0	0	Runes 9	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss Low (H) Desecrated	Rune Boss Low (H) Desecrated	0	0	3	0	0	0	0	0	Runes 13	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss High Desecrated	Rune Boss High Desecrated	0	0	2	0	0	0	0	0	Runes 7	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss High (N) Desecrated	Rune Boss High (N) Desecrated	0	0	3	0	0	0	0	0	Runes 11	1		0		0		0		0		0		0		0		0		0							0	
Rune Boss High (H) Desecrated	Rune Boss High (H) Desecrated	0	0	3	0	0	0	0	0	Runes 14	1		0		0		0		0		0		0		0		0		0							0	
Blood Raven Item	Blood Raven Item	0	0	5	0	0	0	0	5	Act 1 Good	3	Act 1 Equip B	25	Potion 1	15	Gold 2x	14		0		0		0		0		0		0							0	
Blood Raven Item Desecrated A	Blood Raven Item Desecrated A	0	0	5	0	0	0	0	5	Act 1 Good	3	Act 1 Equip C	25	Potion 1	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Blood Raven Item Desecrated B	Blood Raven Item Desecrated B	0	0	5	0	0	0	0	5	Act 4 Good	3	Act 4 Equip B	25	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Blood Raven Item Desecrated C	Blood Raven Item Desecrated C	0	0	5	0	0	0	0	5	Act 3 (N) Good	3	Act 3 (N) Equip A	25	Potion 3	15	Gold 1.5x	14		0		0		0		0		0		0							0	
Blood Raven Item (N)	Blood Raven Item (N)	0	0	5	0	0	0	0	5	Act 1 (N) Good	3	Act 1 (N) Equip B	25	Potion 2	10	Gold 2x	14		0		0		0		0		0		0							0	
Blood Raven Item (N) Desecrated A	Blood Raven Item (N) Desecrated A	0	0	5	0	0	0	0	5	Act 1 (N) Good	3	Act 1 (N) Equip C	25	Potion 2	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Blood Raven Item (N) Desecrated B	Blood Raven Item (N) Desecrated B	0	0	5	0	0	0	0	5	Act 4 (N) Good	3	Act 4 (N) Equip B	25	Potion 3	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Blood Raven Item (N) Desecrated C	Blood Raven Item (N) Desecrated C	0	0	5	0	0	0	0	5	Act 3 (H) Good	3	Act 3 (H) Equip A	25	Potion 4	10	Gold 1.5x	14		0		0		0		0		0		0							0	
Blood Raven Item (H)	Blood Raven Item (H)	0	0	5	0	0	0	0	5	Act 1 (H) Good	3	Act 1 (H) Equip B	25	Potion 4	5	Gold 2.5x	14		0		0		0		0		0		0							0	
Blood Raven Item (H) Desecrated A	Blood Raven Item (H) Desecrated A	0	0	5	0	0	0	0	5	Act 4 (H) Good	3	Act 4 (H) Equip B	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Blood Raven Item (H) Desecrated B	Blood Raven Item (H) Desecrated B	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip A	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Blood Raven Item (H) Desecrated C	Blood Raven Item (H) Desecrated C	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip B	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Blood Raven Item (H) Desecrated D	Blood Raven Item (H) Desecrated D	0	0	5	0	0	0	0	5	Act 5 (H) Good	3	Act 5 (H) Equip C	25	Potion 4	5	Gold 2x	14		0		0		0		0		0		0							0	
Blood Raven	Blood Raven	0	0	-1	800	800	972	1024	0	Blood Raven Item	1		0		0		0		0		0		0		0		0		0							0	
Blood Raven Desecrated A	Blood Raven Desecrated A	30	10	-2	800	800	972	1024	0	Norm TZ Generic	1	Blood Raven Item Desecrated A	1		0		0		0		0		0		0		0		0							0	
Blood Raven Desecrated B	Blood Raven Desecrated B	30	29	-2	800	800	972	1024	0	Norm TZ Generic	1	Blood Raven Item Desecrated B	1		0		0		0		0		0		0		0		0							0	
Blood Raven Desecrated C	Blood Raven Desecrated C	30	48	-2	800	800	972	1024	0	Norm TZ Generic	1	Blood Raven Item Desecrated C	1		0		0		0		0		0		0		0		0							0	
Blood Raven (N)	Blood Raven (N)	0	0	-1	800	800	972	1024	0	Blood Raven Item (N)	1		0		0		0		0		0		0		0		0		0							0	
Blood Raven (N) Desecrated A	Blood Raven (N) Desecrated A	30	43	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Blood Raven Item (N) Desecrated A	1		0		0		0		0		0		0		0							0	
Blood Raven (N) Desecrated B	Blood Raven (N) Desecrated B	30	57	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Blood Raven Item (N) Desecrated B	1		0		0		0		0		0		0		0							0	
Blood Raven (N) Desecrated C	Blood Raven (N) Desecrated C	30	73	-3	800	800	972	1024	0	NM TZ Generic	1	Sunder Charms	1	Blood Raven Item (N) Desecrated C	1		0		0		0		0		0		0		0							0	
Blood Raven (H)	Blood Raven (H)	0	0	-1	800	800	972	1024	0	Blood Raven Item (H)	1		0		0		0		0		0		0		0		0		0							0	
Blood Raven (H) Desecrated A	Blood Raven (H) Desecrated A	30	88	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Blood Raven Item (H) Desecrated A	1		0		0		0		0		0		0		0							0	
Blood Raven (H) Desecrated B	Blood Raven (H) Desecrated B	30	90	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Blood Raven Item (H) Desecrated B	1		0		0		0		0		0		0		0							0	
Blood Raven (H) Desecrated C	Blood Raven (H) Desecrated C	30	93	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Blood Raven Item (H) Desecrated C	1		0		0		0		0		0		0		0							0	
Blood Raven (H) Desecrated D	Blood Raven (H) Desecrated D	30	96	-3	800	800	972	1024	0	Hell TZ Generic	1	Sunder Charms	1	Blood Raven Item (H) Desecrated D	1		0		0		0		0		0		0		0							0	
Griswold Item	Griswold Item	0	0	5	0	0	0	0	5	Act 1 Good	3	Act 1 Melee B	30	Potion 2	15	Gold 1.5x	14		0		0		0		0		0		0							0	
