INDEX	Stat	___ID	Send Other	Signed	Send Bits	Send Param Bits	UpdateAnimRate	Saved	CSvSigned	CSvBits	CSvParam	fCallback	fMin	MinAccr	Encode	Add	Multiply	ValShift	1.09-Save Bits	1.09-Save Add	Save Bits	Save Add	Save Param Bits	keepzero	op	op param	op base	op stat1	op stat2	op stat3	direct	maxstat	damagerelated	itemevent1	itemeventfunc1	itemevent2	itemeventfunc2	descpriority	descfunc	descval	descstrpos	descstrneg	descstr2	dgrp	dgrpfunc	dgrpval	dgrpstrpos	dgrpstrneg	dgrpstr2	stuff	advdisplay	___eol	1.09 - Save Bits	1.09 - Save Add	op stat1__STR	op stat2__STR	op stat3__STR	descstrpos__STR	descstrneg__STR	descstr2__STR	
301	item_openwounds_bytime	301		1	22										4		0		22	0	22	0	0		6	0	65535	0	0	0			1					180	18	0	3537	3537	5382									0	0	0	item_openwounds	65535	65535	ModStr3m	ModStr3m		
302	item_kick_damage_bytime	302		1	22										4		0		22	0	22	0	0		6	0	65535	0	0	0			1					180	17	0	3579	3579	5382									0	0	0	item_kickdamage	65535	65535	ModStr5e	ModStr5e		
303	item_deadlystrike_bytime	303		1	22										4		0		22	0	22	0	0		6	0	65535	0	0	0			1					180	18	0	3591	3591	5382									0	0	0	item_deadlystrike	65535	65535	ModStr5q	ModStr5q		
304	item_find_gems_bytime	304		1											4		0				0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
305	item_pierce_cold	305		1	9											1432	513				8	50	0		0	0	65535	0	0	0								88	19	0	10986	10986	5382									0	0	0	65535	65535	65535	Moditemenrescoldsk	Moditemenrescoldsk		
306	item_pierce_fire	306		1	9											1240	497				8	50	0		0	0	65535	0	0	0								88	19	0	10987	10987	5382									0	0	0	65535	65535	65535	Moditemenresfiresk	Moditemenresfiresk		
307	item_pierce_ltng	307		1	9											1187	481				8	50	0		0	0	65535	0	0	0								88	19	0	10988	10988	5382									0	0	0	65535	65535	65535	Moditemenresltngsk	Moditemenresltngsk		
308	item_pierce_pois	308		1	9											1322	506				8	50	0		0	0	65535	0	0	0								88	19	0	10989	10989	5382									0	0	0	65535	65535	65535	Moditemenrespoissk	Moditemenrespoissk		
309	item_damage_vs_monster	309		1																	0	0	0		0	0	65535	0	0	0			1					0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
310	item_damage_percent_vs_monster	310		1																	0	0	0		0	0	65535	0	0	0			1					0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
311	item_tohit_vs_monster	311		1																	0	0	0		0	0	65535	0	0	0			1					0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
312	item_tohit_percent_vs_monster	312		1																	0	0	0		0	0	65535	0	0	0			1					0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
313	item_ac_vs_monster	313		1																	0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
314	item_ac_percent_vs_monster	314		1																	0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
315	firelength	315		1	16																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
316	burningmin	316		1	16																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
317	burningmax	317		1	16																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
318	progressive_damage	318		1	3																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
319	progressive_steal	319		1	3																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
320	progressive_other	320		1	3																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
321	progressive_fire	321		1	3																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
322	progressive_cold	322		1	3																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
323	progressive_lightning	323		1	3																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
324	item_extra_charges	324		1	6														6	0	6	0	0		0	0	65535	0	0	0			1					0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
325	progressive_tohit	325		1	16																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
326	poison_count	326		1	5																0	0	0		0	0	65535	0	0	0			1					0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
327	damage_framerate	327		1	8																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
328	pierce_idx	328		1	6																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
329	passive_fire_mastery	329		1	12											1117	415		8	0	9	50	0		0	0	65535	0	0	0								88	19	0	10990	10990	5382	3	19		allelemskilldmg	allelemskilldmg			2	0	0	0	65535	65535	65535	ModitemdamFiresk	ModitemdamFiresk		
330	passive_ltng_mastery	330		1	12											1054	408		8	0	9	50	0		0	0	65535	0	0	0								88	19	0	10992	10992	5382	3	19		allelemskilldmg	allelemskilldmg			2	0	0	0	65535	65535	65535	ModitemdamLtngsk	ModitemdamLtngsk		
331	passive_cold_mastery	331		1	12											1295	379		8	0	9	50	0		0	0	65535	0	0	0								88	19	0	10991	10991	5382	3	19		allelemskilldmg	allelemskilldmg			2	0	0	0	65535	65535	65535	ModitemdamColdsk	ModitemdamColdsk		
332	passive_pois_mastery	332		1	12											978	394		8	0	9	50	0		0	0	65535	0	0	0								88	19	0	10993	10993	5382	3	19		allelemskilldmg	allelemskilldmg			2	0	0	0	65535	65535	65535	ModitemdamPoissk	ModitemdamPoissk		
333	passive_fire_pierce	333		1	9												2578		8	0	8	0	0		0	0	65535	0	0	0								88	19	0	10987	10987	5382	4	19		PenetrateElePen	PenetrateElePen			2	0	0	0	65535	65535	65535	Moditemenresfiresk	Moditemenresfiresk		
334	passive_ltng_pierce	334		1	9												2493		8	0	8	0	0		0	0	65535	0	0	0								88	19	0	10988	10988	5382	4	19		PenetrateElePen	PenetrateElePen			2	0	0	0	65535	65535	65535	Moditemenresltngsk	Moditemenresltngsk		
335	passive_cold_pierce	335		1	9												1984		8	0	8	0	0		0	0	65535	0	0	0								88	19	0	10986	10986	5382	4	19		PenetrateElePen	PenetrateElePen			2	0	0	0	65535	65535	65535	Moditemenrescoldsk	Moditemenrescoldsk		
336	passive_pois_pierce	336		1	9												2345		8	0	8	0	0		0	0	65535	0	0	0								88	19	0	10989	10989	5382	4	19		PenetrateElePen	PenetrateElePen			2	0	0	0	65535	65535	65535	Moditemenrespoissk	Moditemenrespoissk		
337	passive_critical_strike	337		1	9														8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
338	passive_dodge	338		1	9														7	0	7	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
339	passive_avoid	339		1	9														7	0	7	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
340	passive_evade	340		1	9														7	0	7	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
341	passive_warmth	341		1	9														8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
342	passive_mastery_melee_th	342		1	11	16													8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
343	passive_mastery_melee_dmg	343		1	11	16													8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
344	passive_mastery_melee_crit	344		1	9	16													8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
345	passive_mastery_throw_th	345		1	11	16													8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
346	passive_mastery_throw_dmg	346		1	11	16													8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
347	passive_mastery_throw_crit	347		1	9	16													8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
348	passive_weaponblock	348		1	9	16													8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
349	passive_summon_resist	349		1	9														8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
350	modifierlist_skill	350			9																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
351	modifierlist_level	351			8																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
352	last_sent_hp_pct	352		1	8																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
353	source_unit_type	353			5																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
354	source_unit_id	354			32																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
355	shortparam1	355			16																0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
356	questitemdifficulty	356																			2	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
357	passive_mag_mastery	357		1	12											1211	431		8	0	9	50	0		0	*	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
358	passive_mag_pierce	358		1	9												2812		8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
359	skill_cooldown	359																			0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
360	skill_missile_damage_scale	360			32	16															0	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
361	item_corrupted	361		1	12										0	8	2		8	0	8	0	0		0	0	65535	0	0	0								300	20	0	48055	48055	5382									0	0	0	65535	65535	65535	Corrupted	Corrupted		
362	item_corruptedDummy	362		1	12										0	8	2		8	0	8	0	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
363	item_splashonhit	363		1	7	16						1				-400	0		21	0	7	0	16		0	0	65535	0	0	0			1	domeleedamage	20			160	15	0	48048	48048	5382									0	0	0	65535	65535	65535	splash1	splash1		
364	pl_maxdamage_percent	364		1	11											-400	0		9	100	9	100	0		11	0	65535	0	0	0			1					129	19	0	48100	48100	5382	6	19		ModStrPlayerDmgPercent	ModStrPlayerDmgPercent				0	0	0	maxdamage	secondary_maxdamage	item_throw_maxdamage	ModStrPlayerMaxDmgPercent	ModStrPlayerMaxDmgPercent		
365	pl_mindamage_percent	365		1	11											-400	0		9	100	9	100	0		11	0	65535	0	0	0			1					130	19	0	48099	48099	5382	6	19		ModStrPlayerDmgPercent	ModStrPlayerDmgPercent				0	0	0	mindamage	secondary_mindamage	item_throw_mindamage	ModStrPlayerMinDmgPercent	ModStrPlayerMinDmgPercent		
366	hpregen_perlevel	366		1	6											-400	0		6	30	6	30	0		4	2	level	0	0	0								56	19	0	3510	3521	11091								2	0	0	0	hpregen	65535	65535	ModStr2l	ModStr2w	increaseswithplaylevelX	
367	stacked_terror_key	367		0	6								1	0	0	1	0		8	0	8	0	0		0	0	65535	0	0	0								56	19	0	48057	48057	5382									0	0	0	65535	65535	65535	StackedTerrorKey	StackedTerrorKey		
368	stacked_hate_key	368		0	6								1	0	0	1	0		8	0	8	0	0		0	0	65535	0	0	0								56	19	0	48058	48058	5382									0	0	0	65535	65535	65535	StackedHateKey	StackedHateKey		
369	stacked_destruction_key	369		0	6								1	0	0	1	0		8	0	8	0	0		0	0	65535	0	0	0								56	19	0	48059	48059	5382									0	0	0	65535	65535	65535	StackedDestructionKey	StackedDestructionKey		
370	stacked_gem_topaz	370		0	16								1	0	0	1	0		16	0	16	0	0		0	0	65535	0	0	0								56	19	0	48061	48061	5382									0	0	0	65535	65535	65535	StackedGemTopaz	StackedGemTopaz		
371	stacked_gem_amethyst	371		0	16								1	0	0	1	0		16	0	16	0	0		0	0	65535	0	0	0								56	19	0	48062	48062	5382									0	0	0	65535	65535	65535	StackedGemAmethyst	StackedGemAmethyst		
372	stacked_gem_sapphire	372		0	16								1	0	0	1	0		16	0	16	0	0		0	0	65535	0	0	0								56	19	0	48063	48063	5382									0	0	0	65535	65535	65535	StackedGemSapphire	StackedGemSapphire		
373	stacked_gem_diamond	373		0	16								1	0	0	1	0		16	0	16	0	0		0	0	65535	0	0	0								56	19	0	48064	48064	5382									0	0	0	65535	65535	65535	StackedGemDiamond	StackedGemDiamond		
374	stacked_gem_emerald	374		0	16								1	0	0	1	0		16	0	16	0	0		0	0	65535	0	0	0								56	19	0	48065	48065	5382									0	0	0	65535	65535	65535	StackedGemEmerald	StackedGemEmerald		
375	stacked_gem_skull	375		0	16								1	0	0	1	0		16	0	16	0	0		0	0	65535	0	0	0								56	19	0	48066	48066	5382									0	0	0	65535	65535	65535	StackedGemSkull	StackedGemSkull		
376	stacked_gem_ruby	376		0	16								1	0	0	1	0		16	0	16	0	0		0	0	65535	0	0	0								56	19	0	48067	48067	5382									0	0	0	65535	65535	65535	StackedGemRuby	StackedGemRuby		
377	heal_afterhit	377		1	7							1				30	101		3	0	7	0	0		0	0	65535	0	0	0				domeleedamage	28	domissiledamage	28	16	1	1	48060	48060	5382									0	0	0	65535	65535	65535	healperhit	healperhit		
378	extra_bonespears	378		1	5										0		0		5	0	5	0	0		0	0	65535	0	0	0								298	19	0	48068	48068	5382									0	0	0	65535	65535	65535	extraspear	extraspear		
379	item_splashonhit_two	379		1	7	16						1				-400	0		21	0	7	0	16		0	0	65535	0	0	0			1	domeleedamage	20			160	15	0	48049	48049	5382									0	0	0	65535	65535	65535	splash2	splash2		
380	item_splashonhit_three	380		1	7	16						1				-400	0		21	0	7	0	16		0	0	65535	0	0	0			1	domeleedamage	20			160	15	0	48050	48050	5382									0	0	0	65535	65535	65535	splash3	splash3		
381	item_splashonhit_four	381		1	7	16						1				-400	0		21	0	7	0	16		0	0	65535	0	0	0			1	domeleedamage	20			160	15	0	48051	48051	5382									0	0	0	65535	65535	65535	splash4	splash4		
382	extra_holybolt	382		1	5										0		0		5	0	5	0	0		0	0	65535	0	0	0								298	19	0	48069	48069	5382									0	0	0	65535	65535	65535	extraholybolt	extraholybolt		
383	item_splashonhit_five	383		1	7	16						1				-400	0		21	0	7	0	16		0	0	65535	0	0	0			1	domeleedamage	20			160	15	0	48054	48054	5382									0	0	0	65535	65535	65535	splash5	splash5		
384	charm_weight	384		1	7																7	6	0		0	0	65535	0	0	0								301	19	0	48070	48070	5382								1	0	0	0	65535	65535	65535	mod_weight	mod_weight		
385	mana_control	385																			6	0	0		11	0	65535	0	0	0								2	19	0	48071	48071	5382								1	0	0	0	mana	65535	65535	weightsystem	weightsystem		
386	stacked_gem	386		0	16								1	0	0	1	0		16	0	16	0	0		0	0	65535	0	0	0								56	19	0	48072	48072	5382									0	0	0	65535	65535	65535	StackedGem	StackedGem		
387	item_nonclassskill_display	387		1	15	9						1			1	181	327		7	20	6	0	9		0	0	65535	0	0	0								150	28	0	23005	23005	5382									0	0	0	65535	65535	65535	ItemModifierNonClassSkill	ItemModifierNonClassSkill		
388	ravensetwolf	388		1	5										0		0		5	0	5	0	0		0	0	65535	0	0	0								298	19	0	48074	48074	5382									0	0	0	65535	65535	65535	ravensetwolf	ravensetwolf		
389	ravenhits	389		1	5										0		0		5	0	5	0	0		0	0	65535	0	0	0								298	19	0	48075	48075	5382									0	0	0	65535	65535	65535	ravenhits	ravenhits		
390	ravendmg	390		1	5										0		0		5	0	5	0	0		0	0	65535	0	0	0								298	19	0	48076	48076	5382									0	0	0	65535	65535	65535	ravendmg	ravendmg		
391	item_mindamage_perlvl	391		1	6											54	204		6	0	6	0	0		4	3	level	0	0	0			1					126	19	0	3479	3479	11091									0	0	0	mindamage	secondary_mindamage	item_throw_mindamage	ModStr1g	ModStr1g	increaseswithplaylevelX	
392	upgrade_minor	392		0	6								1	0	0	1	0		8	0	8	0	0	1	0	0	65535	0	0	0								301	19	0	48077	48077	5382									0	0	0	65535	65535	65535	MinorUpgrades	MinorUpgrades		
393	upgrade_medium	393		0	6								1	0	0	1	0		8	0	8	0	0	1	0	0	65535	0	0	0								301	19	0	48078	48078	5382									0	0	0	65535	65535	65535	MediumUpgrades	MediumUpgrades		
394	upgrade_major	394		0	6								1	0	0	1	0		8	0	8	0	0	1	0	0	65535	0	0	0								301	19	0	48079	48079	5382									0	0	0	65535	65535	65535	MajorUpgrades	MajorUpgrades		
395	upgrade_uber	395		0	6								1	0	0	1	0		8	0	8	0	0	1	0	0	65535	0	0	0								301	19	0	48080	48080	5382									0	0	0	65535	65535	65535	UberUpgrades	UberUpgrades		
396	uber_control	396																			6	0	0		11	0	65535	0	0	0								2	19	0	48082	48082	5382								1	0	0	0	hitpoints	65535	65535	uber_weight	uber_weight		
397	torch_weight	397		1	6																7	6	0		0	0	65535	0	0	0								2	19	0	48081	48081	5382									0	0	0	65535	65535	65535	uber_mod	uber_mod		
398	soulstone_weight	398		1	6																7	6	0		0	0	65535	0	0	0								2	19	0	48081	48081	5382									0	0	0	65535	65535	65535	uber_mod	uber_mod		
399	item_elemskillfire	399		1	3	3						1				76	1024		4	0	3	0	3		0	0	65535	0	0	0								157	19	0	3533	3533	5382									0	0	0	65535	65535	65535	ModStr3i	ModStr3i		
400	item_elemskillcold	400		1	3	3						1				76	1024		4	0	3	0	3		0	0	65535	0	0	0								157	19	0	48004	48004	5382									0	0	0	65535	65535	65535	ModStrcoldskill	ModStrcoldskill		
401	item_elemskilllight	401		1	3	3						1				76	1024		4	0	3	0	3		0	0	65535	0	0	0								157	19	0	48005	48005	5382									0	0	0	65535	65535	65535	ModStrlightningskill	ModStrlightningskill		
402	item_elemskillpoison	402		1	3	3						1				76	1024		4	0	3	0	3		0	0	65535	0	0	0								157	19	0	48006	48006	5382									0	0	0	65535	65535	65535	ModStrpoisonskill	ModStrpoisonskill		
403	item_elemskillmagic	403		1	3	3						1				76	1024		4	0	3	0	3		0	0	65535	0	0	0								157	19	0	48007	48007	5382									0	0	0	65535	65535	65535	ModStrmagicskill	ModStrmagicskill		
404	Dye_White	404			2											102	20		2	1	2	1	0		0	0	65535	0	0	0								999	3	0	48087	48087	5382									0	0	0	65535	65535	65535	DyeWhite	DyeWhite		
405	Dye_Black	405			2											102	20		2	1	2	1	0		0	0	65535	0	0	0								999	3	0	48088	48088	5382									0	0	0	65535	65535	65535	DyeBlack	DyeBlack		
406	Dye_Blue	406			2											102	20		2	1	2	1	0		0	0	65535	0	0	0								999	3	0	48089	48089	5382									0	0	0	65535	65535	65535	DyeBlue	DyeBlue		
407	Dye_Red	407			2											102	20		2	1	2	1	0		0	0	65535	0	0	0								999	3	0	48090	48090	5382									0	0	0	65535	65535	65535	DyeRed	DyeRed		
408	Dye_Green	408			2											102	20		2	1	2	1	0		0	0	65535	0	0	0								999	3	0	48091	48091	5382									0	0	0	65535	65535	65535	DyeGreen	DyeGreen		
409	Dye_Yellow	409			2											102	20		2	1	2	1	0		0	0	65535	0	0	0								999	3	0	48092	48092	5382									0	0	0	65535	65535	65535	DyeYellow	DyeYellow		
410	Dye_Purple	410			2											102	20		2	1	2	1	0		0	0	65535	0	0	0								999	3	0	48093	48093	5382									0	0	0	65535	65535	65535	DyePurple	DyePurple		
411	Dye_Orange	411			2											102	20		2	1	2	1	0		0	0	65535	0	0	0								999	3	0	48094	48094	5382									0	0	0	65535	65535	65535	DyeOrange	DyeOrange		
412	Dye_Tracker	412			2											102	20		4	7	4	7	0		0	0	65535	0	0	0								0	0	0	5382	5382	5382									0	0	0	65535	65535	65535				
413	item_strength_percent	413		1	8								1	1		125	55		7	63	7	63	0		11	0	65535	0	0	0								67	19	0	48095	48095	5382									0	0	0	strength	65535	65535	ModAttStrPercent	ModAttStrPercent		
414	item_dexterity_percent	414		1	8								1	1		125	55		7	63	7	63	0		11	0	65535	0	0	0								67	19	0	48096	48096	5382									0	0	0	dexterity	65535	65535	ModAttDexPercent	ModAttDexPercent		
415	item_vitality_percent	415		1	8								1	1		125	55		7	63	7	63	0		11	0	65535	0	0	0								67	19	0	48097	48097	5382									0	0	0	vitality	65535	65535	ModAttVitPercent	ModAttVitPercent		
416	item_energy_percent	416		1	8								1	1		125	55		7	63	7	63	0		11	0	65535	0	0	0								67	19	0	48098	48098	5382									0	0	0	energy	65535	65535	ModAttEnrPercent	ModAttEnrPercent		
417	pl_maxthrowdmg_percent	417		1	11											-400	0		9	100	9	100	0		11	0	65535	0	0	0			1					129	19	0	48102	48102	5382	7	19		ModStrPlayerThrowDmgPercent	ModStrPlayerThrowDmgPercent				0	0	0	item_throw_maxdamage	65535	65535	ModStrPlayerMinThrowDmgPercent	ModStrPlayerMinThrowDmgPercent		
418	pl_minthrowdmg_percent	418		1	11											-400	0		9	100	9	100	0		11	0	65535	0	0	0			1					130	19	0	48103	48103	5382	7	19		ModStrPlayerThrowDmgPercent	ModStrPlayerThrowDmgPercent				0	0	0	item_throw_mindamage	65535	65535	ModStrPlayerMaxThrowDmgPercent	ModStrPlayerMaxThrowDmgPercent		
