INDEX	code	___Enabled	___Tooltip	func1	stat1	set1	val1	func2	stat2	set2	val2	func3	stat3	set3	val3	func4	stat4	set4	val4	func5	stat5	set5	val5	func6	stat6	set6	val6	func7	stat7	set7	val7	___Parameter	___Min	___Max	___Notes	___eol	stat1__STR	stat2__STR	stat3__STR	stat4__STR	stat5__STR	stat6__STR	stat7__STR	
235	levelup-skill	1	#% Chance to cast level # [Skill] when you Level-Up	11	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Skill	% Chance (If 0, then default to 5)	Skill Level		0	item_skillonlevelup							
236	skill-rand	1	+# to [Skill] ([Class] only)	12	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Skill Level	Min Skill ID	Max Skill ID		0	item_singleskill							
237	fade	1		17	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #	Visuals Only	0	fade							
238	levelreq	1	Required Level: #	1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #		0	item_levelreq							
239	ethereal	1	Ethereal	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1		0								
240	oskill	1	+# to [Skill]	22	387	0	0	24	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Skill	Min #	Max #		0	item_nonclassskill_display	item_nonclassskill						
241	state	1		24	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	State	1	1	Applies a State on the unit	0	state							
242	randclassskill	1	+# to [Class] Skill Levels	12	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min Class ID	Max Class ID	val1 = # of Skill levels	0	item_addclassskills							
243	str%	1		1	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	item_strength_percent							
244	dex%	1		1	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	item_dexterity_percent							
245	vit%	1		1	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	item_vitality_percent							
246	enr%	1		1	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	item_energy_percent							
247	str%/lvl	1	Strength per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			none	0	item_strengthpercent_perlevel							
248	dex%/lvl	1	Dexterity per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			none	0	item_dexteritypercent_perlevel							
249	enr%/lvl	1	Energy per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			none	0	item_energypercent_perlevel							
250	vit%/lvl	1	Vitality per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			none	0	item_vitalitypercent_perlevel							
251	thorns-blind	1	attacker gets blinded	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		min	max	armour only	0	item_attackergetsblind							
252	thorns-flee	1	attacker runs away	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		min	max	armour only	0	item_attackerflees							
253	fire-thorns	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	item_attackertakesfiredamage							
254	cold-thorns	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	item_attackertakescolddamage							
255	dmg-max/str	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_maxdamage_perstr							
256	dmg-max/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_maxdamage_perdex							
257	dmg-min/lvl	1		17	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_mindamage_perlvl							
258	dmg-min/str	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_mindamage_perstr							
259	dmg-min/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_mindamage_perdex							
260	dmg-max%/str	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_maxdamage_percent_perstr							
261	dmg-max%/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_maxdamage_percent_perdex							
262	wounds/dex	1		17	0	0	0	1	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_openwounds_perdex	item_extrablood						
263	deadly/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_deadlystrike_perdex							
264	wounds/str	1		17	0	0	0	1	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_openwounds_perstr	item_extrablood						
265	deadly/str	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_deadlystrike_perstr							
266	ac/str	1	armour per strength	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			armour only	0	item_armor_perstr							
267	ac/dex	1	armour class per dex	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)	min	max	armour only	0	item_armor_perdex							
268	att/str	1	to hit per dex	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)	min	max	weap only	0	item_tohit_perstr							
269	att/dex	1	to hit per dex	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)	min	max	weap only	0	item_tohit_perDex							
270	hp/vit	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_hp_pervitality							
271	mana/enr	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_mana_perenr							
272	cast/enr	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fastercastrate_perenr							
273	block/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterblockrate_perdex							
274	move/vit	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fastermovevelocity_pervitality							
275	swing/str	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterswingvelocity_perstrength							
276	dmg-min%/str	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_mindamage_percent_perstr							
277	dmg-min%/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_mindamage_percent_perdex							
278	dmg-min%/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_mindamage_percent_perlvl							
279	crush/str	1	+% Chance of Crushing Blow per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			none	0	item_crushingblow_perstr							
280	crush/dex	1	+% Chance of Crushing Blow per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			none	0	item_crushingblow_perdex							
281	coldskill	1		21	126	0	4	1	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_elemskill	item_elemskillcold						
282	lightningskill	1		21	126	0	2	1	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_elemskill	item_elemskilllight						
283	poisonskill	1		21	126	0	5	1	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_elemskill	item_elemskillpoison						
284	magicskill	1		21	126	0	3	1	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_elemskill	item_elemskillmagic						
285	ac%/str	1	AC% per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ac%/lvl (8ths)			none	0	item_armorpercent_perstr							
286	ac%/dex	1	AC% per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ac%/lvl (8ths)			none	0	item_armorpercent_perdex							
287	att%/str	1	Attack% per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	att%/lvl (8ths)			none	0	item_tohitpercent_perstr							
288	att%/dex	1	Attack% per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	att%/lvl (8ths)			none	0	item_tohitpercent_perdex							
289	swing/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterswingvelocity_perdex							
290	swing/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterswingvelocity_perlvl							
291	block/str	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterblockrate_perstr							
292	block/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterblockrate_perlvl							
293	move/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fastermovevelocity_perdex							
294	move/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fastermovevelocity_perlvl							
295	cast/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fastercastrate_perlvl							
296	balance/vit	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterhitrecovery_pervit							
297	balance/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterhitrecovery_perlvl							
298	block%/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_increasedblock_perdex							
299	block%/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_increasedblock_perlvl							
300	addxp/lvl	1	additional xp gain	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	item_addexperience_perlvl							
301	addxp/enr	1	additional xp gain	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	item_addexperience_perenr							
302	cheap/lvl	1	reduces vendor prices	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		min	max	none	0	item_reducedprices_perlvl							
303	pierce/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_pierce_perlvl							
304	pierce/str	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_pierce_perstr							
305	all-zero-display	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	resmax_display_all_zero							
306	res-all-hidden	1		1	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0					0	magicresist_hidden	fireresist_hidden	lightresist_hidden	coldresist_hidden	poisonresist_hidden	hiddenresist_dummy		
307	res-all-max-hidden	1		1	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0					0	maxmagicresist_hidden	maxfireresist_hidden	maxlightresist_hidden	maxcoldresist_hidden	maxpoisonresist_hidden	hiddenresist_dummy		
308	res-all-max%	1		1	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0					0	maxmagres_percent	maxfireres_percent	maxlightres_percent	maxcoldres_percent	maxpoisres_percent			
309	res-all/lvl	1		17	230	0	0	3	232	0	0	3	231	0	0	3	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_resist_cold_perlevel	item_resist_ltng_perlevel	item_resist_fire_perlevel	item_resist_pois_perlevel				
310	slow/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_slow_perlvl							
311	kick/str	1	Kick Damage per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			none	0	item_kick_damage_perstr							
312	kick/dex	1	Kick Damage per Player Level	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)			none	0	item_kick_damage_perdex							
313	red-dmg%/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	damageresist_perlvl							
314	red-dmg%/vit	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	damageresist_pervit							
315	red-mag/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	magic_damage_reduction_perlvl							
316	red-mag/enr	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	magic_damage_reduction_perenr							
317	res-mag%/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	magicresist_perlvl							
318	res-mag%/enr	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	magicresist_perenr							
319	stupidity/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_stupidity_perlvl							
320	freeze/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chance in 128	length in frames		none	0	item_freeze_perlvl							
321	freeze/enr	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	chance in 128	length in frames		none	0	item_freeze_perenr							
322	res-pois-len/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_poisonlengthresist_perlvl							
323	res-pois-len/vit	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_poisonlengthresist_pervit							
324	res-curse/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	curse_resistance_perlvl							
325	res-curse/enr	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	curse_resistance_perenr							
326	res-curse-len	1		1	0	0	0	1	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	curse_resistance_length	curse_resistance						
327	mana-kill/lvl	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_manaafterkill_perlvl							
328	mana-kill/enr	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	item_manaafterkill_perenr							
329	balance/dex	1		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_fasterhitrecovery_perdex							
330	splash	1	splash	11	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proc_SplashDamage	100	1		0	item_splashonhit							
331	dmg2%	1	Adds #-# Damage	15	365	0	0	16	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #		0	pl_mindamage_percent	pl_maxdamage_percent						
332	regen2	1	Replenish Life Plus #% (Based on Character Level)	17	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	# per Level				0	hpregen_perlevel							
333	Corrupted	1		1	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	none	0	item_corrupted							
334	CorruptedDummy	1		1	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	none	0	item_corruptedDummy							
335	healperhit	1	Life gained after each hit	1	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				none	0	heal_afterhit							
336	stacked/terror-key	1	# Terror Keys	17	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of keys in keychain	0	stacked_terror_key							
337	stacked/hate-key	1	# Hate Keys	17	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of keys in keychain	0	stacked_hate_key							
338	stacked/destruction-key	1	# Destuction Keys	17	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of keys in keychain	0	stacked_destruction_key							
339	stacked/gem/topaz	0	# Gems	17	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of perfect gems in storage	0	stacked_gem_topaz							
340	stacked/gem/amethyst	0	# Gems	17	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of perfect gems in storage	0	stacked_gem_amethyst							
341	stacked/gem/sapphire	0	# Gems	17	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of perfect gems in storage	0	stacked_gem_sapphire							
342	stacked/gem/diamond	0	# Gems	17	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of perfect gems in storage	0	stacked_gem_diamond							
343	stacked/gem/emerald	0	# Gems	17	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of perfect gems in storage	0	stacked_gem_emerald							
344	stacked/gem/ruby	0	# Gems	17	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of perfect gems in storage	0	stacked_gem_ruby							
345	stacked/gem/skull	0	# Gems	17	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of perfect gems in storage	0	stacked_gem_skull							
346	extra_bonespears	1	+# Bone Spear Projectiles	1	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	none	0	extra_bonespears							
347	noconsume		+# to not Consume Quantity	1	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_noconsume							
348	item-qty	1		17	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	quantity							
349	charge-noconsume	1	+#% chance for finishing moves to not consume charges	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_charge_noconsume							
350	splashtwo	1	splashtwo	11	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proc_SplashDamage_Two	100	1		0	item_splashonhit_two							
351	splashthree	1	splashthree	11	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proc_SplashDamage_Three	100	1		0	item_splashonhit_three							
352	splashfour	1	splashfour	11	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proc_SplashDamage_Four	100	1		0	item_splashonhit_four							
353	extra_holybolt	1	+# Holy Bolt Projectiles	1	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	none	0	extra_holybolt							
354	splashfive	1	splashfive	11	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proc_SplashDamage_Five	100	1		0	item_splashonhit_five							
355	pierce-immunity-cold	1	Monster Cold Immunity is Sundered	1	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_pierce_cold_immunity							
356	pierce-immunity-fire	1	Monster Fire Immunity is Sundered	1	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_pierce_fire_immunity							
357	pierce-immunity-light	1	Monster Lightning Immunity is Sundered	1	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_pierce_light_immunity							
358	pierce-immunity-poison	1	Monster Poison Immunity is Sundered	1	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_pierce_poison_immunity							
359	pierce-immunity-damage	1	Monster Physical Immunity is Sundered	1	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_pierce_damage_immunity							
360	pierce-immunity-magic	1	Monster Magic Immunity is Sundered	1	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	item_pierce_magic_immunity							
361	prop_mon_move	1	+#% Faster Run/Walk	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	velocitypercent							
362	charm-property	1	Charm Weight: #	1	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #		0	charm_weight							
363	stacked/gem	1	# Gems	17	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Used to determined stack size of gems in storage	0	stacked_gem							
364	oskill_hide	1	+# to [Skill]	22	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #		0	item_nonclassskill							
365	ravensetwolf	1	+ Max Ravens, - Max Wolves	1	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	Increased Max Ravens, decreased Max Wolves	0	ravensetwolf							
366	ravendmg	1	+50% Increase Raven Dmg	1	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	+50% to Raven DMG	0	ravendmg							
367	ravenhits	1	increases max raven hits	1	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	10	increases max raven hits	0	ravenhits							
368	flat-dmg/lvl	1	+Min/Max Dmg Flat Per Level	17	391	0	0	17	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(8ths)				0	item_mindamage_perlvl	item_maxdamage_perlevel						
369	upgrade/minor	1		17	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	# Upgrades		0	2	Used to determine number of upgrades on certain items	0	upgrade_minor							
370	upgrade/medium	1		17	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	# Upgrades		0	3	Used to determine number of upgrades on certain items	0	upgrade_medium							
371	upgrade/major	1		17	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	# Upgrades		0	5	Used to determine number of upgrades on certain items	0	upgrade_major							
372	upgrade/uber	1		17	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	# Upgrades		0	10	Used to determine number of upgrades on certain items	0	upgrade_uber							
373	ubertorch-property	1	Uber Charm Weight: #	1	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #	May only carry one Torch at a time	0	torch_weight							
374	uberstone-property	1	Uber Charm Weight: #	1	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min #	Max #	May only carry one Soulstone at a time	0	soulstone_weight							
375	tab-rand	1	+# random class skill tab	12	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Level	min Skill #	max Skill #		0	item_addskill_tab							
376	extra-elem	1	+# % All Elemental Damage	1	329	0	0	3	330	0	0	3	331	0	0	3	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Min %	Max %		0	passive_fire_mastery	passive_ltng_mastery	passive_cold_mastery	passive_pois_mastery				
