INDEX	Name	___ Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add	code	mod1code__STR	mod1param__STR	mod2code__STR	mod2param__STR	mod3code__STR	mod3param__STR	itype1__STR	itype2__STR	itype3__STR	itype4__STR	itype5__STR	itype6__STR	itype7__STR	etype1__STR	etype2__STR	etype3__STR	etype4__STR	etype5__STR	
218	of Daring	+# to Dexterity	100	1	1	36		28				48	17	8	0	7	9	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Daring	dex	0		0		0	jewl												
219	of Dexterity	+# to Dexterity	100	1	1	1	12	1				48	17	8	0	1	1	-1	0	0	0	-1	0	0	0		15	16	0	0	0	0	0	0	0	0	0	0	0	0	of Dexterity	dex	0		0		0	boot	glov											
220	of Dexterity	+# to Dexterity	100	1	1	1	5	1				48	17	8	0	1	1	-1	0	0	0	-1	0	0	0		10	0	0	0	0	0	0	0	0	0	0	0	0	0	of Dexterity	dex	0		0		0	ring												
221	of Perfection	+# to Dexterity	100	1	1	80		75				36	17	8	0	20	30	-1	0	0	0	-1	0	0	0	dgld	3	15	0	0	0	0	0	16	0	0	0	0	0	0	of Perfection	dex	0		0		0	tors	boot						glov					
222	of Strength	+# to Strength	100	1	1	1	25	1				48	31	7	0	1	2	-1	0	0	0	-1	0	0	0		12	19	29	31	75	0	0	0	0	0	0	0	0	0	of Strength	str	0		0		0	amul	belt	club	hamm	circ								
223	of Might	+# to Strength	100	1	1	10	40	8				36	31	7	0	3	5	-1	0	0	0	-1	0	0	0		12	19	29	31	75	0	0	0	0	0	0	0	0	0	of Might	str	0		0		0	amul	belt	club	hamm	circ								
224	of the Ox	+# to Strength	100	1	1	26	70	19				48	31	7	0	6	9	-1	0	0	0	-1	0	0	0		12	19	29	31	75	0	0	0	0	0	0	0	0	0	of the Ox	str	0		0		0	amul	belt	club	hamm	circ								
225	of the Giant	+# to Strength	100	1	1	42		34				36	31	7	0	10	15	-1	0	0	0	-1	0	0	0		12	19	29	31	75	0	0	0	0	0	0	0	0	0	of the Giant	str	0		0		0	amul	belt	club	hamm	circ								
226	of the Titan	+# to Strength	100	1	1	58		50				36	31	7	0	16	20	-1	0	0	0	-1	0	0	0	dgld	12	19	29	31	75	0	0	0	0	0	0	0	0	0	of the Titan	str	0		0		0	amul	belt	club	hamm	circ								
227	of Atlus	+# to Strength	100	1	1	71		63				36	31	7	0	21	30	-1	0	0	0	-1	0	0	0	dgld	12	19	29	31	75	0	0	0	0	0	0	0	0	0	of Atlus	str	0		0		0	amul	belt	club	hamm	circ								
228	of Strength	+# to Strength	100	1	1	5	30	3				48	31	7	0	1	2	-1	0	0	0	-1	0	0	0		10	24	36	3	0	0	0	0	0	0	0	0	0	0	of Strength	str	0		0		0	ring	scep	mace	tors									
229	of Might	+# to Strength	100	1	1	21	65	15				36	31	7	0	3	5	-1	0	0	0	-1	0	0	0		10	24	36	3	0	0	0	0	0	0	0	0	0	0	of Might	str	0		0		0	ring	scep	mace	tors									
230	of the Ox	+# to Strength	100	1	1	38		30				36	31	7	0	6	9	-1	0	0	0	-1	0	0	0		10	24	36	3	0	0	0	0	0	0	0	0	0	0	of the Ox	str	0		0		0	ring	scep	mace	tors									
231	of the Giant	+# to Strength	100	1	1	55		47				36	31	7	0	10	15	-1	0	0	0	-1	0	0	0		10	24	36	3	0	0	0	0	0	0	0	0	0	0	of the Giant	str	0		0		0	ring	scep	mace	tors									
232	of the Titan	+# to Strength	100	1	1	74		66				36	31	7	0	16	20	-1	0	0	0	-1	0	0	0	dgld	10	24	36	3	0	0	0	0	0	0	0	0	0	0	of the Titan	str	0		0		0	ring	scep	mace	tors									
233	of Strength	+# to Strength	100	1	1	12	30	8				36	31	7	0	1	2	-1	0	0	0	-1	0	0	0		46	16	51	0	0	0	0	57	0	0	0	0	0	0	of Strength	str	0		0		0	mele	glov	shld					blun					
234	of Might	+# to Strength	100	1	1	33	60	25				36	31	7	0	3	5	-1	0	0	0	-1	0	0	0		46	16	51	0	0	0	0	57	0	0	0	0	0	0	of Might	str	0		0		0	mele	glov	shld					blun					
235	of the Ox	+# to Strength	100	1	1	45		37				36	31	7	0	6	9	-1	0	0	0	-1	0	0	0		46	16	51	0	0	0	0	57	0	0	0	0	0	0	of the Ox	str	0		0		0	mele	glov	shld					blun					
236	of the Giant	+# to Strength	100	1	1	59		51				36	31	7	0	10	15	-1	0	0	0	-1	0	0	0	dgld	46	16	0	0	0	0	0	57	0	0	0	0	0	0	of the Giant	str	0		0		0	mele	glov						blun					
237	of Virility	+# to Strength	100	1	1	18		13				48	31	7	0	1	5	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Virility	str	0		0		0	jewl												
238	of Virility	+# to Strength	100	1	1	33		25				48	31	7	0	5	6	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Virility	str	0		0		0	jewl												
239	of Virility	+# to Strength	100	1	1	50		42				48	31	7	0	7	9	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Virility	str	0		0		0	jewl												
240	of Strength	+# to Strength	100	1	1	1	11	1				48	31	7	0	1	1	-1	0	0	0	-1	0	0	0		16	0	0	0	0	0	0	0	0	0	0	0	0	0	of Strength	str	0		0		0	glov												
241	of Strength	+# to Strength	100	1	1	1	4	1				48	31	7	0	1	1	-1	0	0	0	-1	0	0	0		10	0	0	0	0	0	0	0	0	0	0	0	0	0	of Strength	str	0		0		0	ring												
242	of Energy	+# to Energy	100	1	1	1	25	1				48	23	10	0	1	3	-1	0	0	0	-1	0	0	0		12	68	75	25	26	0	0	0	0	0	0	0	0	0	of Energy	enr	0		0		0	amul	orb	circ	wand	staf								
243	of the Mind	+# to Energy	100	1	1	7	50	3				48	23	10	0	4	6	-1	0	0	0	-1	0	0	0		12	68	75	25	26	0	0	0	0	0	0	0	0	0	of the Mind	enr	0		0		0	amul	orb	circ	wand	staf								
244	of Brilliance	+# to Energy	100	1	1	13	75	9				36	23	10	0	7	10	-1	0	0	0	-1	0	0	0		12	68	75	25	26	0	0	0	0	0	0	0	0	0	of Brilliance	enr	0		0		0	amul	orb	circ	wand	staf								
245	of Sorcery	+# to Energy	100	1	1	21		16				36	23	10	0	11	15	-1	0	0	0	-1	0	0	0		12	68	75	25	26	0	0	0	0	0	0	0	0	0	of Sorcery	enr	0		0		0	amul	orb	circ	wand	staf								
246	of Wizardry	+# to Energy	100	1	1	31		23				36	23	10	0	16	20	-1	0	0	0	-1	0	0	0	dgld	12	68	75	25	26	0	0	0	0	0	0	0	0	0	of Wizardry	enr	0		0		0	amul	orb	circ	wand	staf								
247	of Enlightenment	+# to Energy	100	1	1	41		33				36	23	10	0	21	30	-1	0	0	0	-1	0	0	0	dgld	12	68	75	25	26	0	0	0	0	0	0	0	0	0	of Enlightenment	enr	0		0		0	amul	orb	circ	wand	staf								
248	of Energy	+# to Energy	100	1	1	7	25	5				48	23	10	0	1	3	-1	0	0	0	-1	0	0	0		10	0	0	0	0	0	0	0	0	0	0	0	0	0	of Energy	enr	0		0		0	ring												
249	of the Mind	+# to Energy	100	1	1	13	50	9				36	23	10	0	4	6	-1	0	0	0	-1	0	0	0		10	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Mind	enr	0		0		0	ring												
250	of Brilliance	+# to Energy	100	1	1	21	75	16				36	23	10	0	7	10	-1	0	0	0	-1	0	0	0		10	0	0	0	0	0	0	0	0	0	0	0	0	0	of Brilliance	enr	0		0		0	ring												
251	of Sorcery	+# to Energy	100	1	1	31		23				36	23	10	0	11	15	-1	0	0	0	-1	0	0	0		10	0	0	0	0	0	0	0	0	0	0	0	0	0	of Sorcery	enr	0		0		0	ring												
252	of Wizardry	+# to Energy	100	1	1	41		33				36	23	10	0	16	20	-1	0	0	0	-1	0	0	0	dgld	10	0	0	0	0	0	0	0	0	0	0	0	0	0	of Wizardry	enr	0		0		0	ring												
253	of Energy	+# to Energy	100	1	1	4	25	3				36	23	10	0	1	3	-1	0	0	0	-1	0	0	0		104	24	0	0	0	0	0	0	0	0	0	0	0	0	of Energy	enr	0		0		0	helm	scep											
254	of the Mind	+# to Energy	100	1	1	10	50	7				36	23	10	0	4	6	-1	0	0	0	-1	0	0	0		104	24	0	0	0	0	0	0	0	0	0	0	0	0	of the Mind	enr	0		0		0	helm	scep											
255	of Brilliance	+# to Energy	100	1	1	16	70	12				36	23	10	0	7	10	-1	0	0	0	-1	0	0	0		104	24	0	0	0	0	0	0	0	0	0	0	0	0	of Brilliance	enr	0		0		0	helm	scep											
256	of Sorcery	+# to Energy	100	1	1	26		21				36	23	10	0	11	15	-1	0	0	0	-1	0	0	0	dgld	104	24	0	0	0	0	0	0	0	0	0	0	0	0	of Sorcery	enr	0		0		0	helm	scep											
257	of Knowledge	+# to Energy	100	1	1	9	50	6				36	23	10	0	1	5	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Knowledge	enr	0		0		0	jewl												
258	of Knowledge	+# to Energy	100	1	1	24		18				36	23	10	0	4	6	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Knowledge	enr	0		0		0	jewl												
259	of Knowledge	+# to Energy	100	1	1	41		33				36	23	10	0	7	9	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Knowledge	enr	0		0		0	jewl												
260	of Energy	+# to Energy	100	1	1	1	4	1				48	23	10	0	1	1	-1	0	0	0	-1	0	0	0		12	68	75	25	26	104	10	0	0	0	0	0	0	0	of Energy	enr	0		0		0	amul	orb	circ	wand	staf	helm	ring						
261	of Grace	+# to Dexterity (Based on Character Level)	100	1	1	1		1				12	42	144	3	0	0	-1	0	0	0	-1	0	0	0	dgld	104	12	0	0	0	0	0	0	0	0	0	0	0	0	of Grace	dex/lvl		0		0	helm	amul											
262	of Power	+# to Strength (Based on Character Level)	100	1	1	1		1				12	42	143	3	0	0	-1	0	0	0	-1	0	0	0	dgld	19	12	0	0	0	0	0	0	0	0	0	0	0	0	of Power	str/lvl		0		0	belt	amul											
263	of Grace and Power	+# to Strength (Based on Character Level) & +# to Dexterity (Based on Character Level)	100	1	1	50		48				12	42	143	3	0	0	144	3	0	0	-1	0	0	0	dgld	12	0	0	0	0	0	0	0	0	0	0	0	0	0	of Grace and Power	str/lvl	dex/lvl		0	amul												
264	of Agility2	+%# to Dexterity	100	0	1	35	55	35				12	42	244	0	5	10	-1	0	0	0	-1	0	0	0		45	15	0	0	0	0	0	0	0	0	0	0	0	0	of Agility2	dex%	0		0		0	weap	boot											
265	of Agility2	+%# to Dexterity	100	0	1	55	75	55				12	42	244	0	11	20	-1	0	0	0	-1	0	0	0		45	15	0	0	0	0	0	0	0	0	0	0	0	0	of Agility2	dex%	0		0		0	weap	boot											
266	of Agility2	+%# to Dexterity	100	0	1	75		75				12	42	244	0	21	30	-1	0	0	0	-1	0	0	0		45	15	0	0	0	0	0	0	0	0	0	0	0	0	of Agility2	dex%	0		0		0	weap	boot											
267	of Power2	+%# to Strength	100	0	1	35	55	35				12	42	243	0	5	10	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Power2	str%	0		0		0	weap	glov											
268	of Power2	+%# to Strength	100	0	1	55	75	55				12	42	243	0	11	20	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Power2	str%	0		0		0	weap	glov											
269	of Power2	+%# to Strength	100	0	1	75		75				12	42	243	0	21	30	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Power2	str%	0		0		0	weap	glov											
270	of Endurance2	+%# to Vitality	100	0	1	35	55	35				12	42	245	0	5	10	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Endurance2	vit%	0		0		0	weap	glov											
271	of Endurance2	+%# to Vitality	100	0	1	55	75	55				12	42	245	0	11	20	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Endurance2	vit%	0		0		0	weap	glov											
272	of Endurance2	+%# to Vitality	100	0	1	75		75				12	42	245	0	21	30	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Endurance2	vit%	0		0		0	weap	glov											
273	of Spirit2	+%# to Energy	100	0	1	35	55	35				12	42	246	0	5	10	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Spirit2	enr%	0		0		0	weap	glov											
274	of Spirit2	+%# to Energy	100	0	1	55	75	55				12	42	246	0	11	20	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Spirit2	enr%	0		0		0	weap	glov											
275	of Spirit2	+%# to Energy	100	0	1	75		75				12	42	246	0	21	30	-1	0	0	0	-1	0	0	0		45	16	0	0	0	0	0	0	0	0	0	0	0	0	of Spirit2	enr%	0		0		0	weap	glov											
276	of the Sky	+# to all Attributes	100	1	1	20		18				12	42	226	0	5	10	-1	0	0	0	-1	0	0	0		12	10	75	68	26	25	0	0	0	0	0	0	0	0	of the Sky	all-stats	0		0		0	amul	ring	circ	orb	staf	wand							
277	of the Stars	+# to all Attributes	100	1	1	44		40				12	42	226	0	11	15	-1	0	0	0	-1	0	0	0		12	10	75	68	26	25	0	0	0	0	0	0	0	0	of the Stars	all-stats	0		0		0	amul	ring	circ	orb	staf	wand							
278	of the Heavens	+# to all Attributes	100	1	1	69		64				12	42	226	0	16	20	-1	0	0	0	-1	0	0	0		12	10	75	68	26	25	0	0	0	0	0	0	0	0	of the Heavens	all-stats	0		0		0	amul	ring	circ	orb	staf	wand							
279	of the Zodiac	+# to all Attributes	100	1	1	86		83				12	42	226	0	21	30	-1	0	0	0	-1	0	0	0		12	10	75	68	26	25	0	0	0	0	0	0	0	0	of the Zodiac	all-stats	0		0		0	amul	ring	circ	orb	staf	wand							
280	of the Jackal	+# to Life	100	1	1	1	20	1				36	26	13	0	1	5	-1	0	0	0	-1	0	0	0		3	19	12	71	75	0	0	0	0	0	0	0	0	0	of the Jackal	hp	0		0		0	tors	belt	amul	phlm	circ								
281	of the Fox	+# to Life	100	1	1	7	30	5				36	26	13	0	6	10	-1	0	0	0	-1	0	0	0		3	19	12	71	75	0	0	0	0	0	0	0	0	0	of the Fox	hp	0		0		0	tors	belt	amul	phlm	circ								
282	of the Wolf	+# to Life	100	1	1	15	50	11				36	26	13	0	11	20	-1	0	0	0	-1	0	0	0		3	19	12	71	75	0	0	0	0	0	0	0	0	0	of the Wolf	hp	0		0		0	tors	belt	amul	phlm	circ								
283	of the Tiger	+# to Life	100	1	1	20	65	15				36	26	13	0	21	30	-1	0	0	0	-1	0	0	0		3	19	12	71	75	0	0	0	0	0	0	0	0	0	of the Tiger	hp	0		0		0	tors	belt	amul	phlm	circ								
284	of the Mammoth	+# to Life	100	1	1	25		18				36	26	13	0	31	40	-1	0	0	0	-1	0	0	0	cred	3	19	12	71	75	0	0	0	0	0	0	0	0	0	of the Mammoth	hp	0		0		0	tors	belt	amul	phlm	circ								
285	of the Colosuss	+# to Life	100	1	1	30		22				36	26	13	0	41	60	-1	0	0	0	-1	0	0	0	cred	3	19	12	71	75	0	0	0	0	0	0	0	0	0	of the Colosuss	hp	0		0		0	tors	belt	amul	phlm	circ								
286	of the Squid	+# to Life	100	1	1	40		30				36	26	13	0	61	80	-1	0	0	0	-1	0	0	0	cred	3	19	12	71	75	0	0	0	0	0	0	0	0	0	of the Squid	hp	0		0		0	tors	belt	amul	phlm	circ								
287	of the Whale	+# to Life	100	1	1	50		37				36	26	13	0	81	100	-1	0	0	0	-1	0	0	0	cred	3	19	12	71	75	0	0	0	0	0	0	0	0	0	of the Whale	hp	0		0		0	tors	belt	amul	phlm	circ								
288	of the Jackal	+# to Life	100	1	1	4	25	3				36	26	13	0	1	5	-1	0	0	0	-1	0	0	0		51	72	0	0	0	0	0	0	0	0	0	0	0	0	of the Jackal	hp	0		0		0	shld	pelt											
289	of the Fox	+# to Life	100	1	1	11	50	8				36	26	13	0	6	10	-1	0	0	0	-1	0	0	0		51	72	0	0	0	0	0	0	0	0	0	0	0	0	of the Fox	hp	0		0		0	shld	pelt											
290	of the Wolf	+# to Life	100	1	1	27	75	20				36	26	13	0	11	20	-1	0	0	0	-1	0	0	0		51	72	0	0	0	0	0	0	0	0	0	0	0	0	of the Wolf	hp	0		0		0	shld	pelt											
291	of the Tiger	+# to Life	100	1	1	43		35				36	26	13	0	21	30	-1	0	0	0	-1	0	0	0		51	72	0	0	0	0	0	0	0	0	0	0	0	0	of the Tiger	hp	0		0		0	shld	pelt											
292	of the Mammoth	+# to Life	100	1	1	59		51				36	26	13	0	31	40	-1	0	0	0	-1	0	0	0	cred	51	72	0	0	0	0	0	0	0	0	0	0	0	0	of the Mammoth	hp	0		0		0	shld	pelt											
293	of the Colosuss	+# to Life	100	1	1	75		67				36	26	13	0	41	60	-1	0	0	0	-1	0	0	0	cred	51	72	0	0	0	0	0	0	0	0	0	0	0	0	of the Colosuss	hp	0		0		0	shld	pelt											
294	of the Jackal	+# to Life	100	1	1	8	40	6				36	26	13	0	1	5	-1	0	0	0	-1	0	0	0		29	31	36	10	104	0	0	0	0	0	0	0	0	0	of the Jackal	hp	0		0		0	club	hamm	mace	ring	helm								
295	of the Fox	+# to Life	100	1	1	17	70	13				36	26	13	0	6	10	-1	0	0	0	-1	0	0	0		29	31	36	10	104	0	0	0	0	0	0	0	0	0	of the Fox	hp	0		0		0	club	hamm	mace	ring	helm								
296	of the Wolf	+# to Life	100	1	1	34		26				36	26	13	0	11	20	-1	0	0	0	-1	0	0	0		29	31	36	10	104	0	0	0	0	0	0	0	0	0	of the Wolf	hp	0		0		0	club	hamm	mace	ring	helm								
297	of the Tiger	+# to Life	100	1	1	51		43				36	26	13	0	21	30	-1	0	0	0	-1	0	0	0		29	31	36	10	104	0	0	0	0	0	0	0	0	0	of the Tiger	hp	0		0		0	club	hamm	mace	ring	helm								
298	of the Mammoth	+# to Life	100	1	1	68		60				36	26	13	0	31	40	-1	0	0	0	-1	0	0	0	cred	29	31	36	10	104	0	0	0	0	0	0	0	0	0	of the Mammoth	hp	0		0		0	club	hamm	mace	ring	helm								
299	of Spirit	+# to Life	100	1	1	1	50	1				48	26	13	0	3	8	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Spirit	hp	0		0		0	jewl												
300	of Hope	+# to Life	100	1	1	45		37				48	26	13	0	9	20	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Hope	hp	0		0		0	jewl												
301	of the Elephant	+# to Life (Based on Character Level) & +# to Mana (Based on Character Level)	100	1	1	66		58				24	41	139	4	0	0	140	2	0	0	-1	0	0	0	cred	10	12	0	0	0	0	0	0	0	0	0	0	0	0	of the Elephant	hp/lvl	mana/lvl		0	ring	amul											
302	of the Elephant	+# to Life (Based on Character Level) & +# to Mana (Based on Character Level)	100	1	1	37		7				24	41	139	4	0	0	140	2	0	0	-1	0	0	0	cred	75	72	0	0	0	0	0	0	0	0	0	0	0	0	of the Elephant	hp/lvl	mana/lvl		0	circ	pelt											
303	of the Kraken	+# to Life (Based on Character Level)	100	1	1	20		1				12	41	139	6	0	0	-1	0	0	0	-1	0	0	0	cred	3	12	72	71	0	0	0	0	0	0	0	0	0	0	of the Kraken	hp/lvl		0		0	tors	amul	pelt	phlm									
304	of Memory	+# to Mana (Based on Character Level)	100	1	1	20		1				12	41	140	6	0	0	-1	0	0	0	-1	0	0	0	cred	75	12	72	0	0	0	0	0	0	0	0	0	0	0	of Memory	mana/lvl		0		0	circ	amul	pelt										
305	of Regeneration	Replenish Life +#	100	1	1	10	35	7				48	19	53	0	3	5	-1	0	0	0	-1	0	0	0		24	19	10	12	75	0	0	0	0	0	0	0	0	0	of Regeneration	regen	0		0		0	scep	belt	ring	amul	circ								
306	of Regeneration	Replenish Life +#	100	1	1	40		30				48	19	53	0	3	5	-1	0	0	0	-1	0	0	0		51	16	0	0	0	0	0	0	0	0	0	0	0	0	of Regeneration	regen	0		0		0	shld	glov											
307	of Regeneration	Replenish Life +#	100	1	1	70		52				48	19	53	0	3	5	-1	0	0	0	-1	0	0	0		3	45	15	0	0	0	0	24	0	0	0	0	0	0	of Regeneration	regen	0		0		0	tors	weap	boot					scep					
308	of Regrowth	Replenish Life +#	100	1	1	17		12				48	19	53	0	6	10	-1	0	0	0	-1	0	0	0	cred	24	12	75	0	0	0	0	0	0	0	0	0	0	0	of Regrowth	regen	0		0		0	scep	amul	circ										
309	of Regrowth	Replenish Life +#	100	1	1	55		41				48	19	53	0	6	9	-1	0	0	0	-1	0	0	0	cred	19	10	0	0	0	0	0	0	0	0	0	0	0	0	of Regrowth	regen	0		0		0	belt	ring											
310	of Revivification	Replenish Life +#	100	1	1	38		30				48	19	53	0	11	15	-1	0	0	0	-1	0	0	0	cred	24	12	75	0	0	0	0	0	0	0	0	0	0	0	of Revivification	regen	0		0		0	scep	amul	circ										
311	of Honor	Replenish Life +#	100	1	1	47		35				48	19	53	0	1	4	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Honor	regen	0		0		0	jewl												
312	of Regeneration	Replenish Life +#	100	1	1	1	9	1				36	19	53	0	2	2	-1	0	0	0	-1	0	0	0		12	75	0	0	0	0	0	0	0	0	0	0	0	0	of Regeneration	regen	0		0		0	amul	circ											
313	of Vampiric Essence2	+# Life after each Kill	100	1	1	22		18				24	67	228	0	3	5	-1	0	0	0	-1	0	0	0		45	19	10	12	75	0	0	0	0	0	0	0	0	0	of Vampiric Essence2	heal-kill	0		0		0	weap	belt	ring	amul	circ								
314	of the Wight2	+# Life after each Kill	100	1	1	39		31				24	67	228	0	6	8	-1	0	0	0	-1	0	0	0		45	19	10	12	75	0	0	0	0	0	0	0	0	0	of the Wight2	heal-kill	0		0		0	weap	belt	ring	amul	circ								
315	of the Dragon's Spirit2	+# Life after each Kill	100	1	1	55		48				24	67	228	0	9	15	-1	0	0	0	-1	0	0	0		45	19	10	12	75	0	0	0	0	0	0	0	0	0	of the Dragon's Spirit2	heal-kill	0		0		0	weap	belt	ring	amul	circ								
316	of the Soul2	+# Life after each Kill	100	1	1	75		75				24	67	228	0	16	25	-1	0	0	0	-1	0	0	0		45	19	10	12	75	0	0	0	0	0	0	0	0	0	of the Soul2	heal-kill	0		0		0	weap	belt	ring	amul	circ								
317	of Pacing	+#% Faster Run/Walk	100	1	1	12	50	8				36	35	76	0	10	10	-1	0	0	0	-1	0	0	0		15	75	0	0	0	0	0	0	0	0	0	0	0	0	of Pacing	move1	0		0		0	boot	circ											
318	of Haste	+#% Faster Run/Walk	100	1	1	22		16				48	35	77	0	20	20	-1	0	0	0	-1	0	0	0		15	75	0	0	0	0	0	0	0	0	0	0	0	0	of Haste	move2	0		0		0	boot	circ											
319	of Speed	+#% Faster Run/Walk	100	1	1	37		29				48	35	78	0	30	30	-1	0	0	0	-1	0	0	0		15	75	0	0	0	0	0	0	0	0	0	0	0	0	of Speed	move3	0		0		0	boot	circ											
320	of Traveling	+#% Faster Run/Walk	100	0	1	65		57				48	35	78	0	30	30	116	0	80	90	-1	0	0	0		15	0	0	0	0	0	0	0	0	0	0	0	0	0	of Traveling	move3	0	stamdrain	0		0	boot												
321	of Acceleration	+#% Faster Run/Walk	100	1	1	51		43				48	35	78	0	40	40	-1	0	0	0	-1	0	0	0		15	0	0	0	0	0	0	0	0	0	0	0	0	0	of Acceleration	move3	0		0		0	boot												
322	of Balance	+#% Faster Hit Recovery	100	1	1	5		3				48	18	79	0	10	10	-1	0	0	0	-1	0	0	0		50	0	0	0	0	0	0	16	0	0	0	0	0	0	of Balance	balance1	0		0		0	armo							glov					
323	of Equilibrium	+#% Faster Hit Recovery	100	1	1	9		6				48	18	80	0	20	20	-1	0	0	0	-1	0	0	0		3	19	51	0	0	0	0	0	0	0	0	0	0	0	of Equilibrium	balance2	0		0		0	tors	belt	shld										
324	of Stability	+#% Faster Hit Recovery	100	1	1	18		13				48	18	81	0	25	25	-1	0	0	0	-1	0	0	0	dyel	3	19	0	0	0	0	0	0	0	0	0	0	0	0	of Stability	balance3	0		0		0	tors	belt											
325	of Truth	+#% Faster Hit Recovery	100	1	1	44		36				48	18	79	0	7	7	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Truth	balance1	0		0		0	jewl												
326	of Readiness	+#% Increased Attack Speed	100	1	1	5		3				72	7	55	0	10	10	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	25	68	0	0	0	0	0	of Readiness	swing1	0		0		0	weap							wand	orb				
327	of Alacrity	+#% Increased Attack Speed	100	1	1	25		17				72	7	56	0	20	20	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	25	68	0	0	0	0	0	of Alacrity	swing2	0		0		0	weap							wand	orb				
328	of Swiftness	+#% Increased Attack Speed	100	1	1	34		26				72	7	56	0	30	30	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	25	26	68	0	0	0	0	of Swiftness	swing2	0		0		0	mele							wand	staf	orb			
329	of Quickness	+#% Increased Attack Speed	100	1	1	46		38				60	7	57	0	40	40	-1	0	0	0	-1	0	0	0	dyel	46	0	0	0	0	0	0	25	26	68	0	0	0	0	of Quickness	swing3	0		0		0	mele							wand	staf	orb			
330	of Alacrity	+#% Increased Attack Speed	100	1	1	43		35				48	7	56	0	20	20	-1	0	0	0	-1	0	0	0	dyel	16	0	0	0	0	0	0	0	0	0	0	0	0	0	of Alacrity	swing2	0		0		0	glov												
331	of Fervor	+#% Increased Attack Speed	100	1	1	39		31				48	7	55	0	15	15	-1	0	0	0	-1	0	0	0		16	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fervor	swing1	0		0		0	glov												
332	of Readiness	+#% Increased Attack Speed	100	1	1	20		15				24	7	55	0	10	10	-1	0	0	0	-1	0	0	0		16	0	0	0	0	0	0	0	0	0	0	0	0	0	of Readiness	swing1	0		0		0	glov												
333	of Fervor	+#% Increased Attack Speed	100	1	1	39		31				48	7	55	0	15	15	-1	0	0	0	-1	0	0	0		58	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fervor	swing1	0		0		0	jewl												
334	of Thorns	Attacker Takes Damage of #	100	1	1	14	35	10				48	6	54	0	1	3	-1	0	0	0	-1	0	0	0		3	51	19	75	0	0	0	0	0	0	0	0	0	0	of Thorns	thorns	0		0		0	tors	shld	belt	circ									
335	of Spikes	Attacker Takes Damage of #	100	1	1	21	60	15				48	6	54	0	4	6	-1	0	0	0	-1	0	0	0	oran	3	51	19	75	0	0	0	0	0	0	0	0	0	0	of Spikes	thorns	0		0		0	tors	shld	belt	circ									
336	of Razors	Attacker Takes Damage of #	100	1	1	34	80	26				48	6	54	0	7	9	-1	0	0	0	-1	0	0	0	oran	3	51	75	19	0	0	0	0	0	0	0	0	0	0	of Razors	thorns	0		0		0	tors	shld	circ	belt									
337	of Swords	Attacker Takes Damage of #	100	1	1	47		39				48	6	54	0	10	20	-1	0	0	0	-1	0	0	0	oran	3	51	75	19	0	0	0	0	0	0	0	0	0	0	of Swords	thorns	0		0		0	tors	shld	circ	belt									
